RIMNO,CUSTOMER_ID,default_probability,predicted_label
100436,437,0.056527354,0
100437,438,0.9712099,1
100438,439,0.06135521,0
100439,440,0.056278966,0
100440,441,0.06135521,0
100441,442,0.06345766,0
100442,443,0.118211,0
100443,444,0.06345766,0
100436,437,0.96411675,1
100443,444,0.06345766,0
100444,445,0.058218256,0
100444,445,0.058218256,0
100444,445,0.058218256,0
100445,446,0.06345766,0
100447,448,0.06551043,0
100448,449,0.054739583,0
100450,451,0.06135521,0
100451,452,0.056278966,0
100444,445,0.058218256,0
100452,453,0.061734766,0
100435,436,0.118211,0
100433,434,0.060223933,0
100420,421,0.06135521,0
100421,422,0.06334457,0
100421,422,0.06334457,0
100421,422,0.06135521,0
100422,423,0.06334457,0
100423,424,0.06551043,0
100424,425,0.06345766,0
100425,426,0.118897706,0
100434,435,0.056278966,0
100426,427,0.054739583,0
100426,427,0.054739583,0
100427,428,0.054739583,0
100428,429,0.054739583,0
100429,430,0.9694132,1
100429,430,0.056278966,0
100430,431,0.06135521,0
100431,432,0.058218256,0
100432,433,0.059685767,0
100426,427,0.054739583,0
100453,454,0.054739583,0
100454,455,0.056278966,0
100455,456,0.05811392,0
100470,471,0.97201973,1
100470,471,0.06345766,0
100471,472,0.061734766,0
100472,473,0.97201973,1
100473,474,0.05811392,0
100474,475,0.97112995,1
100475,476,0.056278966,0
100476,477,0.056278966,0
100469,470,0.056278966,0
100476,477,0.9694132,1
100478,479,0.06135521,0
100479,480,0.07031434,0
100480,481,0.056278966,0
100483,484,0.06345766,0
100483,484,0.06345766,0
100484,485,0.068721265,0
100485,486,0.97201973,1
100485,486,0.97201973,1
100477,478,0.061734766,0
100469,470,0.056278966,0
100469,470,0.056278966,0
100468,469,0.96853036,1
100456,457,0.056278966,0
100457,458,0.96853036,1
100457,458,0.10615823,0
100458,459,0.9671592,1
100460,461,0.06135521,0
100460,461,0.06135521,0
100460,461,0.06135521,0
100461,462,0.056278966,0
100462,463,0.06135521,0
100463,464,0.06135521,0
100464,465,0.056278966,0
100464,465,0.056278966,0
100465,466,0.118211,0
100465,466,0.06135521,0
100465,466,0.06135521,0
100466,467,0.058218256,0
100467,468,0.06345766,0
100467,468,0.06345766,0
100467,468,0.06345766,0
100487,488,0.06135521,0
100264,265,0.06135521,0
100262,263,0.971066,1
100262,263,0.06135521,0
100105,106,0.10961664,0
100105,106,0.10961664,0
100104,105,0.061734766,0
100104,105,0.061734766,0
100103,104,0.9694132,1
100103,104,0.058218256,0
100101,102,0.061624546,0
100101,102,0.059685767,0
100106,107,0.06345766,0
100100,101,0.054739583,0
100098,99,0.06135521,0
100097,98,0.062411673,0
100097,98,0.05811392,0
100097,98,0.056278966,0
100096,97,0.06135521,0
100096,97,0.06135521,0
100095,96,0.9694132,1
100094,95,0.05847467,0
100099,100,0.07031434,0
100094,95,0.10961664,0
100107,108,0.061734766,0
100108,109,0.058218256,0
100126,127,0.06135521,0
100126,127,0.06135521,0
100125,126,0.06345766,0
100124,125,0.97201973,1
100122,123,0.06345766,0
100122,123,0.06345766,0
100121,122,0.06345766,0
100120,121,0.056629006,0
100108,109,0.058218256,0
100120,121,0.05847467,0
100117,118,0.061734766,0
100116,117,0.056278966,0
100114,115,0.06307654,0
100113,114,0.056278966,0
100112,113,0.06135521,0
100111,112,0.06551043,0
100110,111,0.061734766,0
100110,111,0.06373559,0
100119,120,0.06345766,0
100094,95,0.056629006,0
100196,197,0.06551043,0
100092,93,0.056278966,0
100077,78,0.061734766,0
100075,76,0.059685767,0
100074,75,0.06345766,0
100073,74,0.9694132,1
100073,74,0.056278966,0
100072,73,0.06135521,0
100071,72,0.06345766,0
100070,71,0.059685767,0
100078,79,0.06345766,0
100070,71,0.059685767,0
100069,70,0.96853036,1
100067,68,0.06135521,0
100067,68,0.06135521,0
100066,67,0.056278966,0
100065,66,0.058218256,0
100064,65,0.06135521,0
100063,64,0.06135521,0
100063,64,0.97201973,1
100069,70,0.054739583,0
100078,79,0.97201973,1
100079,80,0.06345766,0
100079,80,0.971066,1
100092,93,0.056278966,0
100092,93,0.9694132,1
100091,92,0.056278966,0
100090,91,0.054739583,0
100090,91,0.054739583,0
100090,91,0.056527354,0
100089,90,0.061734766,0
100088,89,0.061734766,0
100088,89,0.061734766,0
100087,88,0.07031434,0
100086,87,0.06135521,0
100086,87,0.97201973,1
100085,86,0.056527354,0
100085,86,0.96853036,1
100084,85,0.9694132,1
100082,83,0.06135521,0
100081,82,0.06135521,0
100080,81,0.06135521,0
100079,80,0.06345766,0
100127,128,0.056278966,0
100062,63,0.056278966,0
100128,129,0.056278966,0
100130,131,0.056278966,0
100181,182,0.056278966,0
100180,181,0.05811392,0
100177,178,0.054739583,0
100176,177,0.056629006,0
100175,176,0.054739583,0
100174,175,0.059685767,0
100173,174,0.056278966,0
100172,173,0.06135521,0
100182,183,0.056278966,0
100171,172,0.97201973,1
100170,171,0.056527354,0
100169,170,0.061624546,0
100167,168,0.061734766,0
100166,167,0.06135521,0
100166,167,0.9701468,1
100165,166,0.06563127,0
100165,166,0.07062446,0
100163,164,0.97201973,1
100170,171,0.056527354,0
100162,163,0.06345766,0
100182,183,0.056278966,0
100183,184,0.9651188,1
100194,195,0.06135521,0
100193,194,0.061734766,0
100192,193,0.054739583,0
100192,193,0.054739583,0
100191,192,0.06345766,0
100190,191,0.056278966,0
100189,190,0.059685767,0
100189,190,0.059685767,0
100183,184,0.9673717,1
100189,190,0.059685767,0
100188,189,0.056278966,0
100188,189,0.056278966,0
100188,189,0.05811392,0
100187,188,0.056278966,0
100186,187,0.06345766,0
100186,187,0.06345766,0
100185,186,0.122008465,0
100184,185,0.056278966,0
100188,189,0.056278966,0
100162,163,0.06345766,0
100162,163,0.06345766,0
100161,162,0.054739583,0
100146,147,0.054739583,0
100145,146,0.06551043,0
100143,144,0.056527354,0
100143,144,0.056527354,0
100142,143,0.059685767,0
100141,142,0.054739583,0
100140,141,0.06345766,0
100139,140,0.06345766,0
100147,148,0.06135521,0
100139,140,0.06345766,0
100138,139,0.059685767,0
100136,137,0.056278966,0
100135,136,0.9712099,1
100134,135,0.06345766,0
100133,134,0.97201973,1
100133,134,0.06135521,0
100132,133,0.06334457,0
100131,132,0.054739583,0
100138,139,0.059685767,0
100147,148,0.06135521,0
100148,149,0.056278966,0
100149,150,0.061734766,0
100161,162,0.054739583,0
100161,162,0.054739583,0
100161,162,0.054739583,0
100160,161,0.06135521,0
100160,161,0.06135521,0
100159,160,0.122008465,0
100158,159,0.06135521,0
100157,158,0.9694132,1
100157,158,0.056278966,0
100156,157,0.06551043,0
100155,156,0.06345766,0
100155,156,0.06345766,0
100155,156,0.06345766,0
100154,155,0.056278966,0
100153,154,0.06135521,0
100153,154,0.06135521,0
100152,153,0.056278966,0
100151,152,0.06345766,0
100149,150,0.061734766,0
100129,130,0.054739583,0
100062,63,0.0648343,0
100061,62,0.06345766,0
100061,62,0.06345766,0
100218,219,0.9683736,1
100219,220,0.06135521,0
100219,220,0.06135521,0
100219,220,0.06135521,0
100220,221,0.06345766,0
100220,221,0.06345766,0
100220,221,0.06345766,0
100221,222,0.971066,1
100217,218,0.056278966,0
100222,223,0.06135521,0
100222,223,0.06135521,0
100223,224,0.056278966,0
100224,225,0.056527354,0
100224,225,0.056527354,0
100225,226,0.061734766,0
100226,227,0.06135521,0
100227,228,0.056278966,0
100227,228,0.056278966,0
100222,223,0.97201973,1
100228,229,0.061624546,0
100216,217,0.058218256,0
100215,216,0.056278966,0
100199,200,0.9694132,1
100199,200,0.058218256,0
100200,201,0.9712099,1
100202,203,0.06135521,0
100202,203,0.06135521,0
100203,204,0.96853036,1
100203,204,0.056527354,0
100204,205,0.10615823,0
100216,217,0.9694132,1
100208,209,0.054739583,0
100209,210,0.06135521,0
100210,211,0.06345766,0
100210,211,0.06345766,0
100211,212,0.06135521,0
100211,212,0.06135521,0
100212,213,0.97201973,1
100213,214,0.9694132,1
100215,216,0.056278966,0
100209,210,0.06135521,0
100229,230,0.96853036,1
100229,230,0.96853036,1
100230,231,0.054739583,0
100250,251,0.06135521,0
100251,252,0.056278966,0
100251,252,0.056278966,0
100251,252,0.05811392,0
100251,252,0.056278966,0
100252,253,0.06345766,0
100252,253,0.07301983,0
100252,253,0.06345766,0
100249,250,0.054739583,0
100253,254,0.96853036,1
100255,256,0.9671592,1
100257,258,0.06135521,0
100257,258,0.06135521,0
100259,260,0.056278966,0
100260,261,0.059685767,0
100260,261,0.059685767,0
100261,262,0.06135521,0
100262,263,0.97201973,1
100254,255,0.06345766,0
100244,245,0.056278966,0
100243,244,0.06551043,0
100243,244,0.06345766,0
100230,231,0.054739583,0
100230,231,0.054739583,0
100231,232,0.06135521,0
100232,233,0.06345766,0
100233,234,0.97201973,1
100234,235,0.059685767,0
100235,236,0.056278966,0
100235,236,0.056278966,0
100236,237,0.06135521,0
100237,238,0.056278966,0
100238,239,0.059685767,0
100238,239,0.059685767,0
100239,240,0.061734766,0
100239,240,0.061734766,0
100240,241,0.059685767,0
100240,241,0.061624546,0
100240,241,0.059685767,0
100241,242,0.06345766,0
100242,243,0.058218256,0
100199,200,0.058218256,0
100197,198,0.058218256,0
100000,1,0.9694132,1
100001,2,0.06135521,0
100047,48,0.971066,1
100046,47,0.058218256,0
100045,46,0.054739583,0
100044,45,0.054739583,0
100044,45,0.054739583,0
100043,44,0.059685767,0
100043,44,0.9702295,1
100042,43,0.06135521,0
100048,49,0.06800121,0
100042,43,0.06334457,0
100040,41,0.059685767,0
100039,40,0.06135521,0
100039,40,0.06334457,0
100038,39,0.058218256,0
100037,38,0.054739583,0
100036,37,0.10615823,0
100036,37,0.060715333,0
100035,36,0.06135521,0
100041,42,0.056278966,0
100048,49,0.06334457,0
100049,50,0.054739583,0
100050,51,0.056278966,0
100060,61,0.054739583,0
100060,61,0.054739583,0
100059,60,0.056278966,0
100059,60,0.060223933,0
100058,59,0.056278966,0
100058,59,0.9694132,1
100057,58,0.061734766,0
100057,58,0.061734766,0
100057,58,0.061734766,0
100056,57,0.056278966,0
100055,56,0.059685767,0
100054,55,0.056278966,0
100054,55,0.056278966,0
100053,54,0.061734766,0
100052,53,0.118897706,0
100052,53,0.061734766,0
100052,53,0.06841888,0
100052,53,0.9712099,1
100050,51,0.056278966,0
100035,36,0.97201973,1
100556,557,0.054739583,0
100034,35,0.056278966,0
100033,34,0.056278966,0
100016,17,0.06135521,0
100016,17,0.06135521,0
100015,16,0.056278966,0
100014,15,0.06334457,0
100013,14,0.06345766,0
100012,13,0.06334457,0
100011,12,0.061734766,0
100011,12,0.061734766,0
100017,18,0.061734766,0
100010,11,0.97201973,1
100008,9,0.058218256,0
100007,8,0.06551043,0
100007,8,0.06551043,0
100004,5,0.056278966,0
100003,4,0.06135521,0
100002,3,0.06345766,0
100002,3,0.06345766,0
100002,3,0.06345766,0
100009,10,0.11518436,0
100018,19,0.056278966,0
100019,20,0.118211,0
100019,20,0.06334457,0
100032,33,0.06135521,0
100032,33,0.06135521,0
100032,33,0.06135521,0
100031,32,0.059685767,0
100030,31,0.06345766,0
100030,31,0.97201973,1
100029,30,0.056278966,0
100029,30,0.056278966,0
100028,29,0.054739583,0
100028,29,0.054739583,0
100026,27,0.056278966,0
100026,27,0.056278966,0
100025,26,0.971066,1
100024,25,0.061734766,0
100023,24,0.10897689,0
100022,23,0.061734766,0
100021,22,0.9702295,1
100021,22,0.059685767,0
100020,21,0.06551043,0
100034,35,0.9694132,1
100194,195,0.97201973,1
100557,558,0.056527354,0
100561,562,0.06373559,0
100849,850,0.059685767,0
100849,850,0.061624546,0
100850,851,0.058218256,0
100851,852,0.056278966,0
100852,853,0.061734766,0
100853,854,0.06135521,0
100853,854,0.06135521,0
100855,856,0.058218256,0
100856,857,0.056278966,0
100858,859,0.06334457,0
100859,860,0.06334457,0
100859,860,0.06135521,0
100859,860,0.06135521,0
100859,860,0.06334457,0
100860,861,0.056278966,0
100848,849,0.054739583,0
100861,862,0.054739583,0
100848,849,0.054739583,0
100846,847,0.059685767,0
100829,830,0.056278966,0
100830,831,0.056278966,0
100831,832,0.054739583,0
100832,833,0.056278966,0
100833,834,0.056278966,0
100833,834,0.056278966,0
100834,835,0.058218256,0
100834,835,0.058218256,0
100835,836,0.06551043,0
100836,837,0.05847467,0
100837,838,0.058218256,0
100838,839,0.056278966,0
100841,842,0.06135521,0
100842,843,0.056278966,0
100843,844,0.06135521,0
100847,848,0.96853036,1
100862,863,0.10897689,0
100863,864,0.056629006,0
100863,864,0.056629006,0
100882,883,0.06345766,0
100883,884,0.056278966,0
100884,885,0.06345766,0
100885,886,0.06135521,0
100886,887,0.06345766,0
100887,888,0.056278966,0
100888,889,0.054739583,0
100889,890,0.97201973,1
100889,890,0.06551043,0
100890,891,0.06135521,0
100891,892,0.06135521,0
100892,893,0.059685767,0
100892,893,0.059685767,0
100894,895,0.056278966,0
100894,895,0.056278966,0
100881,882,0.9694132,1
100881,882,0.10897689,0
100880,881,0.06345766,0
100878,879,0.061734766,0
100864,865,0.06373559,0
100864,865,0.061734766,0
100865,866,0.054739583,0
100866,867,0.060112417,0
100867,868,0.06345766,0
100868,869,0.056278966,0
100868,869,0.056278966,0
100829,830,0.056278966,0
100869,870,0.056278966,0
100871,872,0.06334457,0
100872,873,0.056278966,0
100873,874,0.058218256,0
100874,875,0.06135521,0
100875,876,0.06135521,0
100876,877,0.118897706,0
100878,879,0.061734766,0
100869,870,0.9694132,1
100829,830,0.056278966,0
100829,830,0.9694132,1
100828,829,0.056278966,0
100794,795,0.059685767,0
100794,795,0.059685767,0
100795,796,0.054739583,0
100795,796,0.054739583,0
100796,797,0.056278966,0
100797,798,0.056278966,0
100800,801,0.058218256,0
100801,802,0.061734766,0
100801,802,0.061734766,0
100802,803,0.058218256,0
100802,803,0.06454783,0
100803,804,0.06334457,0
100804,805,0.9701468,1
100804,805,0.06345766,0
100804,805,0.06345766,0
100793,794,0.061624546,0
100792,793,0.06345766,0
100792,793,0.97201973,1
100791,792,0.056278966,0
100783,784,0.056278966,0
100784,785,0.05811392,0
100785,786,0.059685767,0
100785,786,0.059685767,0
100786,787,0.06385338,0
100786,787,0.11518436,0
100787,788,0.056278966,0
100805,806,0.10961664,0
100788,789,0.06345766,0
100788,789,0.06345766,0
100788,789,0.06345766,0
100789,790,0.06345766,0
100789,790,0.06345766,0
100790,791,0.056278966,0
100791,792,0.056278966,0
100791,792,0.056278966,0
100788,789,0.06345766,0
100895,896,0.061734766,0
100806,807,0.056278966,0
100807,808,0.059685767,0
100821,822,0.96853036,1
100822,823,0.122008465,0
100824,825,0.9694132,1
100824,825,0.056278966,0
100824,825,0.056278966,0
100825,826,0.056278966,0
100825,826,0.056278966,0
100825,826,0.056278966,0
100826,827,0.06345766,0
100826,827,0.06345766,0
100826,827,0.06345766,0
100827,828,0.06135521,0
100827,828,0.06135521,0
100827,828,0.06135521,0
100827,828,0.06135521,0
100820,821,0.06345766,0
100820,821,0.06345766,0
100819,820,0.062411673,0
100818,819,0.06135521,0
100808,809,0.056278966,0
100809,810,0.061734766,0
100809,810,0.061734766,0
100809,810,0.061734766,0
100558,559,0.06345766,0
100810,811,0.9694132,1
100811,812,0.118211,0
100806,807,0.056278966,0
100811,812,0.06135521,0
100813,814,0.06563127,0
100813,814,0.06334457,0
100813,814,0.07062446,0
100814,815,0.06800121,0
100816,817,0.06135521,0
100816,817,0.06135521,0
100817,818,0.062411673,0
100812,813,0.054739583,0
100782,783,0.056629006,0
100896,897,0.97201973,1
100897,898,0.06135521,0
100968,969,0.06135521,0
100968,969,0.06135521,0
100968,969,0.06135521,0
100969,970,0.06345766,0
100969,970,0.06345766,0
100969,970,0.06345766,0
100970,971,0.056527354,0
100970,971,0.054739583,0
100971,972,0.06135521,0
100972,973,0.06334457,0
100973,974,0.056278966,0
100974,975,0.054739583,0
100975,976,0.06345766,0
100976,977,0.06135521,0
100977,978,0.9712099,1
100967,968,0.054739583,0
100977,978,0.061734766,0
100966,967,0.059685767,0
100965,966,0.056278966,0
100954,955,0.06345766,0
100956,957,0.06135521,0
100956,957,0.06135521,0
100957,958,0.06786965,0
100957,958,0.06345766,0
100958,959,0.05811392,0
100959,960,0.056629006,0
100960,961,0.056278966,0
100961,962,0.054739583,0
100962,963,0.056278966,0
100962,963,0.056278966,0
100963,964,0.06345766,0
100963,964,0.06345766,0
100964,965,0.054739583,0
100964,965,0.054739583,0
100966,967,0.059685767,0
100978,979,0.06135521,0
100978,979,0.06135521,0
100978,979,0.06135521,0
100993,994,0.058218256,0
100993,994,0.058218256,0
100994,995,0.059685767,0
100995,996,0.9683736,1
100996,997,0.056278966,0
100996,997,0.9694132,1
100996,997,0.056278966,0
100997,998,0.056278966,0
100997,998,0.056278966,0
100997,998,0.056278966,0
100998,999,0.06345766,0
100998,999,0.06345766,0
100998,999,0.06345766,0
100999,1000,0.06135521,0
100999,1000,0.06135521,0
100993,994,0.058218256,0
100992,993,0.06334457,0
100992,993,0.06135521,0
100991,992,0.10615823,0
100979,980,0.059685767,0
100980,981,0.122008465,0
100981,982,0.06345766,0
100981,982,0.06345766,0
100983,984,0.06800121,0
100984,985,0.06135521,0
100985,986,0.06345766,0
100953,954,0.059685767,0
100986,987,0.054739583,0
100987,988,0.96853036,1
100988,989,0.06345766,0
100989,990,0.122008465,0
100989,990,0.122008465,0
100990,991,0.058218256,0
100990,991,0.06704744,0
100990,991,0.112515576,0
100986,987,0.054739583,0
100952,953,0.059685767,0
100950,951,0.056278966,0
100950,951,0.056278966,0
100913,914,0.97201973,1
100914,915,0.054739583,0
100915,916,0.06135521,0
100915,916,0.06334457,0
100915,916,0.06135521,0
100915,916,0.06135521,0
100916,917,0.054739583,0
100917,918,0.054739583,0
100917,918,0.10615823,0
100917,918,0.10615823,0
100919,920,0.061734766,0
100920,921,0.06135521,0
100920,921,0.06135521,0
100921,922,0.06135521,0
100921,922,0.97201973,1
100912,913,0.06135521,0
100910,911,0.061734766,0
100909,910,0.056278966,0
100908,909,0.96853036,1
100897,898,0.06135521,0
100898,899,0.9694132,1
100898,899,0.056278966,0
100899,900,0.056278966,0
100900,901,0.056278966,0
100900,901,0.056278966,0
100901,902,0.06345766,0
100922,923,0.059685767,0
100902,903,0.061734766,0
100904,905,0.059685767,0
100905,906,0.054739583,0
100905,906,0.054739583,0
100906,907,0.059685767,0
100907,908,0.122008465,0
100907,908,0.122008465,0
100908,909,0.96853036,1
100903,904,0.06135521,0
100896,897,0.97201973,1
100923,924,0.06135521,0
100924,925,0.06135521,0
100939,940,0.061734766,0
100940,941,0.056278966,0
100941,942,0.059685767,0
100942,943,0.96853036,1
100942,943,0.96853036,1
100944,945,0.061734766,0
100944,945,0.06841888,0
100944,945,0.061734766,0
100945,946,0.06334457,0
100946,947,0.061734766,0
100946,947,0.061734766,0
100947,948,0.9694132,1
100948,949,0.061734766,0
100949,950,0.06135521,0
100950,951,0.056278966,0
100938,939,0.06345766,0
100937,938,0.059685767,0
100936,937,0.06345766,0
100935,936,0.06135521,0
100925,926,0.9662742,1
100926,927,0.07062446,0
100926,927,0.96807927,1
100926,927,0.118211,0
100927,928,0.061734766,0
100928,929,0.061734766,0
100928,929,0.061734766,0
100924,925,0.06135521,0
100928,929,0.061734766,0
100929,930,0.059685767,0
100931,932,0.05811392,0
100932,933,0.056278966,0
100933,934,0.06135521,0
100933,934,0.06135521,0
100934,935,0.056629006,0
100935,936,0.06135521,0
100928,929,0.061734766,0
100781,782,0.06551043,0
100809,810,0.061734766,0
100780,781,0.06135521,0
100623,624,0.9694132,1
100625,626,0.056527354,0
100625,626,0.96853036,1
100625,626,0.054739583,0
100626,627,0.06135521,0
100627,628,0.056278966,0
100628,629,0.056278966,0
100629,630,0.96853036,1
100629,630,0.054739583,0
100630,631,0.054739583,0
100781,782,0.122008465,0
100633,634,0.9712099,1
100634,635,0.054739583,0
100635,636,0.058218256,0
100635,636,0.058218256,0
100621,622,0.06551043,0
100637,638,0.062411673,0
100620,621,0.06345766,0
100619,620,0.056278966,0
100608,609,0.054739583,0
100608,609,0.054739583,0
100608,609,0.054739583,0
100609,610,0.058218256,0
100609,610,0.058218256,0
100610,611,0.06135521,0
100610,611,0.06135521,0
100611,612,0.06135521,0
100612,613,0.06345766,0
100614,615,0.06135521,0
100614,615,0.971066,1
100615,616,0.06135521,0
100616,617,0.96853036,1
100617,618,0.056278966,0
100618,619,0.118211,0
100620,621,0.06345766,0
100637,638,0.056278966,0
100638,639,0.118211,0
100639,640,0.06345766,0
100652,653,0.06135521,0
100653,654,0.056278966,0
100653,654,0.9694132,1
100654,655,0.06135521,0
100655,656,0.06345766,0
100655,656,0.06345766,0
100656,657,0.9712099,1
100658,659,0.061734766,0
100658,659,0.061734766,0
100658,659,0.9712099,1
100659,660,0.06563127,0
