CREDIT_LIMIT,CUSTOMER_ID,HAS_PROD_Cashback_Card,HAS_PROD_Classic_Credit_Card,HAS_PROD_Gold_Credit_Card,HAS_PROD_Platinum_Credit_Card,HAS_PROD_Titanium_Credit_Card,HAS_PROD_Travel_Rewards_Card,HAS_PROD_World_Elite_Card,AGE_GROUP_18_25
10000,149,1,0,0,0,0,0,0,False
30000,153,1,0,0,0,0,0,0,False
75000,154,0,1,0,0,1,1,0,False
50000,155,0,0,0,0,1,0,0,False
5000,156,1,1,0,1,0,0,0,False
100000,157,0,0,0,1,0,0,0,False
75000,159,0,0,0,1,0,0,0,False
10000,161,1,0,1,0,0,0,0,False
15000,162,1,1,0,0,1,1,0,False
5000,163,1,0,1,0,0,0,0,False
75000,164,0,0,0,1,0,0,0,False
150000,165,0,0,0,1,0,0,0,False
200000,166,1,0,0,0,0,1,1,False
10000,167,1,0,1,0,0,0,0,False
30000,168,0,0,1,0,0,0,0,False
15000,169,1,0,0,0,0,0,0,False
100000,171,0,1,0,0,0,1,1,False
150000,172,0,0,0,1,0,0,0,False
20000,174,0,1,0,0,0,0,0,False
15000,175,0,0,1,0,0,0,0,False
100000,176,0,0,0,0,0,0,1,False
10000,177,0,1,0,0,0,0,0,False
75000,179,0,0,0,0,1,0,0,False
15000,180,0,1,0,0,0,0,0,False
100000,181,0,0,0,1,0,0,0,False
30000,183,0,0,1,0,0,0,0,False
200000,184,0,0,0,1,0,1,0,False
50000,185,1,0,0,0,1,0,0,False
200000,186,0,0,0,0,0,0,1,False
20000,187,1,0,0,0,1,0,0,False
75000,188,0,0,0,0,1,0,0,False
75000,189,0,1,1,1,1,0,0,False
100000,191,0,0,0,1,0,0,0,False
15000,192,0,0,1,0,0,0,0,False
20000,193,1,0,1,0,0,0,0,False
50000,195,1,0,0,0,1,0,0,False
100000,197,0,0,0,1,0,0,0,False
10000,199,1,0,0,0,0,0,0,False
20000,200,1,1,0,0,1,0,0,False
200000,201,0,0,0,0,0,0,1,False
50000,203,0,0,0,0,1,0,1,False
75000,204,0,0,0,0,1,0,1,False
150000,205,0,0,0,1,0,0,0,False
15000,207,0,0,1,0,0,0,0,False
10000,208,0,1,0,0,0,0,0,False
100000,209,0,0,0,0,0,0,1,False
5000,210,1,0,1,0,0,0,0,False
10000,211,0,0,1,0,1,0,0,False
30000,212,1,0,1,1,0,0,0,False
100000,213,0,0,0,0,0,0,1,False
10000,214,0,1,0,0,0,0,0,False
10000,215,0,1,0,0,0,0,0,False
10000,216,1,0,0,0,0,0,0,False
5000,217,1,0,0,0,0,1,0,False
150000,218,0,0,0,0,0,0,1,False
10000,219,0,0,0,0,0,0,0,False
5000,220,1,1,0,0,0,0,1,False
20000,221,1,1,1,0,0,0,0,False
30000,222,1,0,0,0,0,0,0,False
50000,223,0,0,1,1,1,1,0,False
30000,224,0,1,0,0,0,0,0,False
100000,225,0,0,0,0,0,1,1,False
50000,226,0,0,0,1,0,0,0,False
15000,228,1,0,1,0,0,0,0,False
150000,229,0,0,0,1,0,0,0,False
50000,230,0,0,0,0,1,0,0,False
10000,231,1,1,0,0,0,1,0,False
30000,232,0,1,0,0,0,0,0,False
75000,233,0,0,0,1,0,0,0,False
75000,234,0,0,0,0,1,0,0,False
20000,235,1,0,0,0,0,0,0,False
15000,236,1,0,0,0,0,1,0,False
20000,237,0,0,0,0,0,0,0,False
200000,238,0,0,0,1,0,1,0,False
10000,239,1,0,0,0,1,0,0,False
15000,240,1,0,0,0,0,0,0,False
200000,241,0,0,0,0,1,1,1,False
50000,242,0,0,0,1,0,1,0,False
100000,244,0,0,0,0,0,1,1,False
15000,245,0,1,0,0,0,0,0,False
10000,246,0,1,0,0,0,0,0,False
30000,248,1,0,0,0,0,0,0,False
30000,249,0,1,0,0,0,0,0,False
20000,250,0,0,1,0,0,0,0,False
75000,252,0,0,1,1,1,0,0,False
150000,253,1,0,0,0,0,1,1,False
10000,254,0,0,1,0,1,0,0,False
30000,255,1,0,0,0,0,0,0,False
30000,256,0,0,1,0,0,0,0,False
200000,257,0,0,0,0,0,0,1,False
75000,258,0,0,0,1,0,1,0,False
100000,259,0,0,0,0,0,0,1,False
15000,260,1,1,0,0,0,0,0,False
20000,261,1,1,0,0,0,0,0,False
5000,263,1,0,1,0,0,1,0,False
30000,264,1,0,0,0,0,0,0,False
75000,265,0,0,0,1,0,0,0,False
150000,266,0,0,0,1,0,0,0,False
50000,267,0,0,0,0,1,0,0,False
20000,268,1,0,0,0,0,0,0,False
200000,269,0,0,0,0,0,0,1,False
100000,270,0,0,0,1,0,0,0,False
20000,271,1,0,0,0,0,1,0,False
15000,272,0,0,1,0,0,0,1,False
5000,273,0,1,0,0,0,0,0,False
200000,274,0,0,0,0,0,1,1,False
15000,275,1,1,0,0,0,0,0,False
15000,278,0,1,1,0,0,0,0,False
15000,279,1,0,1,0,1,0,0,False
200000,280,0,0,0,0,1,1,1,False
15000,281,1,0,0,0,0,0,0,False
15000,282,0,0,1,0,0,0,0,False
50000,283,0,0,0,1,1,0,0,False
5000,284,0,0,1,0,0,0,0,False
75000,286,0,0,0,1,0,0,0,False
20000,287,1,0,0,0,0,0,0,False
150000,288,0,0,0,0,0,0,1,False
100000,290,0,0,0,0,0,0,1,False
200000,291,0,0,0,1,0,0,0,False
200000,292,0,0,0,1,0,0,0,False
150000,293,0,0,0,1,0,1,0,False
150000,294,0,0,0,0,0,0,1,False
5000,295,1,1,0,0,0,0,0,False
50000,296,0,0,0,0,1,0,0,False
20000,297,0,1,0,0,0,0,0,False
150000,298,0,0,0,1,0,0,0,False
100000,299,0,0,0,0,0,0,1,False
10000,300,0,1,0,0,0,0,0,False
10000,301,1,0,0,0,0,0,0,False
15000,303,1,0,0,0,0,0,0,False
10000,304,1,0,0,0,0,0,0,False
10000,306,0,1,0,0,0,0,0,False
100000,307,0,0,0,0,0,0,1,False
15000,308,1,0,0,0,0,0,0,False
15000,309,1,0,0,0,0,0,0,False
10000,310,1,0,1,0,0,0,0,False
50000,312,0,0,0,1,1,0,0,False
20000,315,1,0,1,0,0,0,0,False
20000,317,1,0,0,0,0,0,0,False
30000,318,1,0,0,0,0,0,0,False
150000,319,0,0,0,1,0,0,0,False
20000,320,0,0,1,0,0,0,0,False
200000,321,0,0,0,1,0,1,0,False
150000,322,0,0,0,0,0,0,1,False
200000,323,0,0,0,0,0,1,1,False
150000,325,0,0,0,0,0,0,1,False
75000,326,0,0,0,1,0,1,0,False
5000,327,1,0,0,0,0,0,0,False
75000,328,0,0,0,0,1,0,0,False
100000,329,0,0,0,1,0,0,0,False
75000,331,0,0,0,1,0,0,0,False
30000,333,0,0,1,0,0,0,0,False
200000,334,0,0,0,1,0,0,0,False
150000,335,0,0,0,0,0,0,1,False
20000,337,1,0,0,0,0,0,0,False
20000,338,0,0,1,0,0,0,0,False
10000,339,1,0,0,0,1,0,0,False
100000,341,0,0,0,1,0,0,0,False
75000,342,0,0,0,0,1,0,0,False
100000,343,0,0,0,1,0,0,0,False
150000,344,0,0,1,0,0,1,1,False
100000,345,0,0,0,0,0,0,1,False
50000,346,0,0,0,0,1,0,0,False
15000,347,1,0,0,0,0,0,0,False
50000,348,0,0,0,0,1,0,0,False
200000,349,0,0,0,1,0,0,0,False
10000,350,0,1,0,0,0,0,0,False
200000,353,0,0,0,1,0,0,0,False
5000,354,1,1,0,0,0,0,0,False
30000,355,0,1,0,0,0,0,0,False
10000,356,1,0,0,0,0,0,0,False
100000,357,0,0,0,1,0,0,0,False
5000,358,0,1,0,0,0,0,0,False
50000,359,0,1,0,1,0,1,0,False
75000,360,0,0,0,1,0,0,0,False
150000,361,0,0,0,1,0,0,0,False
200000,362,0,0,0,0,0,0,1,False
200000,363,0,0,0,0,0,1,1,False
5000,364,0,1,0,0,0,0,0,False
150000,365,0,0,0,1,0,0,0,False
150000,366,0,0,0,0,0,1,1,False
150000,367,0,0,0,1,0,1,0,False
100000,368,0,0,0,1,0,0,0,False
10000,369,1,1,0,0,0,0,0,False
30000,370,1,1,1,0,0,0,0,False
15000,372,0,0,1,0,1,1,1,False
20000,373,1,0,0,1,0,0,0,False
150000,374,0,0,1,1,0,1,1,False
50000,375,0,0,0,0,1,0,0,False
15000,376,0,0,0,0,0,0,1,False
50000,377,0,1,0,0,1,0,1,False
50000,378,0,0,0,0,1,0,0,False
10000,379,0,0,1,0,0,0,0,False
75000,380,0,0,0,1,0,0,0,False
50000,384,0,0,0,1,0,1,0,False
5000,385,0,0,1,0,0,0,0,False
50000,386,0,0,0,0,1,0,0,False
20000,387,1,1,1,0,0,1,0,False
50000,388,0,0,0,0,1,0,0,False
50000,389,0,0,0,1,0,1,0,False
150000,390,0,0,0,0,0,0,1,False
200000,391,0,0,0,0,0,0,1,False
15000,392,0,1,0,0,0,0,0,False
15000,393,0,0,1,1,1,0,0,False
30000,394,1,0,0,0,0,0,0,False
30000,397,1,0,1,0,0,0,1,False
10000,399,0,0,1,0,0,0,0,False
75000,400,1,0,0,0,1,0,0,False
30000,401,0,1,0,0,0,0,0,False
200000,402,0,0,0,0,0,0,0,False
30000,403,1,1,0,0,0,0,0,False
50000,405,0,1,0,1,0,1,0,False
20000,406,1,1,0,0,0,0,0,False
50000,407,1,0,0,0,1,0,0,False
5000,408,0,1,0,1,0,0,0,False
30000,409,1,0,1,0,0,0,0,False
15000,410,0,0,1,0,0,0,0,False
50000,411,0,0,0,0,1,1,0,False
200000,412,0,0,0,1,0,1,0,False
200000,413,0,0,0,1,1,1,0,False
20000,414,0,1,0,0,0,0,0,False
50000,415,0,0,0,1,0,0,0,False
10000,416,0,1,0,0,0,0,0,False
30000,417,0,1,0,0,0,0,0,False
5000,419,1,0,0,0,0,0,0,False
200000,420,0,0,0,1,0,1,0,False
100000,421,1,0,0,1,0,0,1,False
100000,422,0,0,1,1,0,1,0,False
200000,423,0,0,0,0,0,0,1,False
150000,424,0,0,0,0,0,0,1,False
200000,426,0,0,0,0,0,1,1,False
75000,427,0,0,1,1,0,1,1,False
100000,429,0,0,0,1,0,0,0,False
15000,430,0,0,1,0,0,0,0,False
150000,431,0,0,0,1,0,0,0,False
100000,435,0,0,0,0,0,0,1,False
200000,436,0,0,0,1,0,0,0,False
100000,437,0,0,0,0,0,1,1,False
15000,438,0,0,1,0,0,0,0,False
20000,439,1,0,1,0,0,0,0,False
10000,440,1,0,1,0,0,0,0,False
20000,441,1,0,0,1,0,0,0,False
200000,443,0,0,0,0,0,1,1,False
100000,444,0,0,0,1,0,1,0,False
10000,445,1,0,1,1,0,0,0,False
10000,446,0,0,1,0,0,0,0,False
100000,448,0,0,0,1,0,0,0,False
20000,449,0,0,1,0,0,0,0,False
20000,452,0,1,0,0,0,0,0,False
30000,453,0,1,0,0,0,0,0,False
75000,454,0,0,0,1,1,0,0,False
10000,455,0,0,1,0,0,0,0,False
75000,456,0,0,0,0,1,0,0,False
15000,457,0,0,1,0,0,0,0,False
200000,458,0,0,0,1,0,1,0,False
150000,459,0,0,0,0,0,0,1,False
75000,460,0,0,0,0,1,0,0,False
10000,462,1,1,0,0,0,0,0,False
100000,463,0,0,0,0,0,0,1,False
10000,464,0,1,0,0,0,0,0,False
10000,465,0,0,1,1,0,1,0,False
200000,466,0,1,0,0,1,0,1,False
15000,468,1,1,0,0,0,0,1,False
5000,469,1,0,0,0,0,0,0,False
10000,470,1,1,0,0,0,1,0,False
15000,471,1,0,0,0,0,1,0,False
20000,472,0,0,1,0,0,0,0,False
10000,473,0,0,0,0,0,0,1,False
75000,474,0,0,0,1,0,0,0,False
15000,475,0,0,0,0,0,0,0,False
15000,478,0,0,1,0,0,0,0,False
50000,479,0,0,0,1,0,0,0,False
150000,480,0,0,0,1,0,1,0,False
10000,481,1,0,0,0,0,0,0,False
20000,482,0,1,0,0,0,0,0,False
50000,483,0,0,0,0,1,0,0,False
10000,484,0,0,1,0,0,0,1,False
200000,485,0,0,0,1,0,0,0,False
100000,486,0,0,0,0,0,1,1,False
100000,487,0,0,0,0,0,0,1,False
100000,488,0,0,0,1,0,1,0,False
5000,489,1,0,0,0,0,0,0,False
30000,490,1,1,0,0,0,0,0,False
20000,492,1,0,0,0,0,0,1,False
30000,493,0,0,1,0,0,0,0,False
20000,494,0,1,0,0,0,0,0,False
5000,495,1,0,1,0,0,0,0,False
200000,496,0,0,0,1,0,0,0,False
10000,497,1,1,0,0,0,0,0,False
100000,498,0,0,0,0,0,1,1,False
200000,500,0,0,0,1,0,1,0,False
10000,501,1,0,0,0,0,0,0,False
20000,502,0,0,1,0,0,0,0,False
50000,503,0,0,0,0,1,0,0,False
5000,504,1,1,0,0,0,0,0,False
10000,505,1,0,0,0,0,0,0,False
50000,506,0,0,0,1,0,0,0,False
15000,507,0,0,1,1,0,0,0,False
150000,508,0,0,0,1,0,0,0,False
50000,509,0,0,0,1,0,0,0,False
20000,510,0,0,1,0,0,0,0,False
75000,511,0,0,0,0,1,0,0,False
10000,514,1,0,1,0,0,0,0,False
75000,515,0,0,0,0,1,0,0,False
200000,516,0,0,1,0,0,1,1,False
75000,517,0,0,0,1,0,1,0,False
150000,518,0,0,0,0,0,0,1,False
10000,520,1,0,0,0,0,0,0,False
75000,521,0,0,0,1,1,1,0,False
5000,523,1,0,1,0,0,0,0,False
100000,524,0,0,0,1,0,0,0,False
5000,525,1,0,1,0,0,0,1,False
30000,528,0,0,1,1,0,0,0,False
150000,529,0,0,0,0,1,0,1,False
15000,530,1,0,0,0,0,0,0,False
75000,531,0,0,0,1,0,0,0,False
200000,532,0,1,0,1,0,1,0,False
200000,533,0,0,0,0,0,0,1,False
50000,534,0,0,0,1,1,1,0,False
10000,535,0,1,0,0,0,0,0,False
75000,536,0,0,0,0,1,0,0,False
100000,537,0,0,0,1,0,0,0,False
15000,538,0,1,0,0,0,0,0,False
200000,539,0,0,0,0,0,0,1,False
50000,540,0,0,0,0,1,0,0,False
100000,541,0,0,0,0,1,1,1,False
30000,542,0,0,1,0,0,0,0,False
75000,543,0,0,0,1,1,1,0,False
75000,544,1,0,0,0,1,0,0,False
15000,545,0,0,0,0,0,0,0,False
20000,546,1,0,0,0,0,0,0,False
10000,547,1,0,0,0,0,0,0,False
15000,548,1,1,0,0,0,0,0,False
20000,549,1,0,0,0,0,0,0,False
100000,550,0,0,0,1,0,1,0,False
20000,551,1,0,0,0,0,0,0,False
15000,552,0,0,0,0,0,0,0,False
30000,555,1,1,0,0,0,0,0,False
20000,556,1,0,0,0,0,0,0,False
100000,557,0,0,0,1,0,1,0,False
100000,558,0,0,0,0,0,0,1,False
10000,559,1,0,0,0,0,0,0,False
150000,560,0,0,0,0,1,0,1,False
20000,561,0,0,1,0,0,0,0,False
100000,562,0,0,0,0,0,1,1,False
5000,564,1,1,0,0,0,0,1,False
30000,565,1,0,0,0,0,0,0,False
100000,566,0,0,0,1,0,1,0,False
150000,567,0,0,0,0,0,0,1,False
75000,568,0,0,0,1,0,0,0,False
100000,569,0,0,0,0,1,1,1,False
100000,570,0,0,0,1,0,0,0,False
75000,571,0,0,0,0,1,0,0,False
15000,572,1,0,0,0,0,0,0,False
150000,573,0,1,0,0,0,1,1,False
100000,576,0,0,0,1,0,0,0,False
30000,577,1,1,0,0,0,1,0,False
100000,579,0,0,0,1,0,1,0,False
10000,580,1,0,1,1,1,0,0,False
15000,581,1,0,1,0,0,0,0,False
20000,582,1,0,1,0,0,0,0,False
5000,583,1,1,0,0,0,0,0,False
5000,585,1,0,1,0,1,0,0,False
200000,586,0,0,0,1,0,0,0,False
30000,587,1,0,1,0,0,0,0,False
5000,588,1,0,0,0,0,0,0,False
10000,589,1,0,1,1,1,0,0,False
20000,591,1,0,0,0,0,0,0,False
200000,592,0,0,0,0,0,0,1,False
100000,593,1,0,0,0,1,0,1,False
10000,595,0,0,1,0,0,0,0,False
150000,596,1,0,0,1,0,1,0,False
75000,598,0,0,1,0,1,0,0,False
5000,599,1,0,0,0,0,0,0,False
150000,600,0,0,0,1,0,0,0,False
30000,601,1,1,0,0,1,0,0,False
150000,602,0,0,0,1,0,1,0,False
200000,603,1,0,0,1,1,1,0,False
20000,604,0,0,0,1,0,0,0,False
5000,605,0,0,1,0,0,0,0,False
15000,606,1,1,1,0,0,0,0,False
30000,607,0,0,1,0,0,0,0,False
50000,608,1,0,0,1,0,0,0,False
15000,609,1,1,1,0,0,1,0,False
15000,610,1,0,0,0,0,1,0,False
20000,611,1,0,1,0,0,0,1,False
10000,612,0,0,1,0,0,0,0,False
30000,614,0,1,0,0,0,0,0,False
15000,615,0,1,0,0,1,0,1,False
50000,618,0,0,0,0,1,0,0,False
10000,620,1,0,0,0,0,0,0,False
20000,621,1,1,0,0,0,0,0,False
200000,623,0,0,0,1,0,0,0,False
100000,624,0,0,0,0,0,0,1,False
100000,626,0,1,0,0,1,0,1,False
10000,627,1,0,0,0,0,0,0,False
100000,628,0,0,0,0,0,0,1,False
10000,629,1,1,0,0,0,0,0,False
20000,630,1,0,0,0,0,0,0,False
20000,631,0,1,0,0,0,0,0,False
15000,632,1,0,0,0,0,0,0,False
75000,633,0,0,0,1,0,0,0,False
200000,634,0,0,0,0,0,0,1,False
15000,635,1,0,0,0,0,0,0,False
20000,636,1,1,0,0,0,0,0,False
150000,638,0,0,0,1,0,1,0,False
150000,639,0,0,0,0,0,0,1,False
200000,641,0,1,0,0,1,1,1,False
15000,642,0,0,0,0,0,0,0,False
75000,645,1,0,0,0,1,0,0,False
75000,647,0,0,0,1,0,1,0,False
200000,648,0,0,0,0,0,1,1,False
5000,649,1,0,0,0,0,0,0,False
100000,651,0,0,0,0,0,0,1,False
5000,652,0,1,0,0,0,0,0,False
100000,653,0,0,0,1,0,0,0,False
75000,656,0,0,0,0,1,0,1,False
150000,657,0,0,0,0,0,0,1,False
15000,658,1,0,0,0,0,0,0,False
10000,659,1,0,0,0,1,1,0,False
50000,661,0,0,0,1,0,0,0,False
200000,662,0,0,0,0,0,0,1,False
5000,663,1,0,0,0,0,0,0,False
5000,664,1,0,0,0,0,0,0,False
5000,665,0,0,1,0,0,0,0,False
75000,666,0,0,0,1,0,0,0,False
20000,667,1,0,0,0,0,0,0,False
15000,669,1,0,0,0,0,1,0,False
10000,670,1,0,0,0,0,0,0,False
200000,672,0,0,0,0,0,1,1,False
200000,673,0,0,0,0,0,1,1,False
200000,676,0,0,0,1,0,0,0,False
10000,677,1,0,1,0,1,1,0,False
10000,678,0,1,0,0,0,0,0,False
30000,679,0,1,0,0,0,0,0,False
50000,680,1,1,0,0,1,0,0,False
150000,681,0,0,0,1,1,1,0,False
5000,682,1,1,0,0,0,0,0,False
75000,683,0,0,0,1,1,1,0,False
5000,684,1,0,0,0,1,0,0,False
200000,685,0,0,0,0,0,1,1,False
50000,686,0,0,0,1,0,0,0,False
100000,687,0,0,0,0,0,0,1,False
150000,689,0,0,0,1,0,0,0,False
30000,690,1,0,1,0,1,0,0,False
15000,691,0,0,1,0,0,0,0,False
100000,692,0,0,0,1,0,0,0,False
5000,693,0,0,1,0,0,0,0,False
15000,694,0,0,1,0,0,0,0,False
20000,699,0,0,1,0,0,0,0,False
150000,700,0,0,0,1,0,0,0,False
100000,701,1,0,0,0,0,1,1,False
30000,703,0,1,0,0,0,0,0,False
30000,704,0,1,0,0,0,0,0,False
20000,705,0,1,0,0,0,0,0,False
30000,706,1,1,0,0,1,0,0,False
10000,708,0,0,0,0,0,0,0,False
15000,709,1,1,0,0,0,0,0,False
200000,710,0,0,0,0,0,0,1,False
10000,711,0,1,1,0,0,0,0,False
15000,712,1,0,0,0,0,0,0,False
20000,714,1,0,1,0,1,1,0,False
50000,715,0,0,0,0,1,0,0,False
30000,716,0,1,0,1,0,0,0,False
30000,717,0,1,0,0,0,0,0,False
15000,718,1,0,0,0,0,0,0,False
150000,719,0,0,0,0,0,1,1,False
75000,721,0,0,0,0,1,0,0,False
15000,722,0,1,0,0,0,0,0,False
150000,724,0,0,1,1,0,1,0,False
20000,725,1,0,0,0,0,0,0,False
50000,729,0,1,0,1,0,1,0,False
20000,730,1,0,1,0,0,0,0,False
75000,731,0,0,1,1,1,0,0,False
100000,732,0,0,0,0,0,0,1,False
30000,733,1,1,0,0,0,0,0,False
100000,734,0,0,0,1,0,0,0,False
10000,735,1,0,0,0,0,0,0,False
150000,736,0,0,0,0,0,0,1,False
20000,737,0,0,0,0,0,0,0,False
10000,739,1,0,1,1,0,0,0,False
50000,740,0,0,0,1,0,0,0,False
5000,741,1,1,0,0,1,0,0,False
50000,743,0,0,0,0,1,0,0,False
50000,744,0,0,0,1,1,0,1,False
200000,745,1,0,0,0,1,1,1,False
75000,746,0,0,0,0,1,0,0,False
5000,747,1,0,0,1,0,0,0,False
5000,748,0,0,1,0,0,0,0,False
200000,749,0,0,0,1,0,1,0,False
150000,750,0,0,0,1,1,0,0,False
15000,751,1,1,0,0,0,0,0,False
30000,752,0,1,0,0,0,0,0,False
10000,753,1,1,0,0,1,0,0,False
5000,754,1,0,0,0,0,0,0,False
5000,755,1,0,0,0,0,0,1,False
15000,756,1,1,0,0,0,0,0,False
5000,757,0,1,0,0,0,0,0,False
100000,758,0,0,0,0,0,0,0,False
30000,759,1,0,0,0,1,0,0,False
30000,761,1,0,0,0,0,0,1,False
10000,762,1,0,1,0,0,0,0,False
50000,763,0,0,0,0,1,0,0,False
10000,764,1,0,1,0,0,0,1,False
10000,765,1,0,0,0,0,0,0,False
5000,766,0,0,1,0,0,0,0,False
50000,767,0,0,0,0,1,0,0,False
200000,768,0,0,0,0,0,0,1,False
30000,769,0,0,1,0,0,0,0,False
15000,770,1,0,0,0,1,0,0,False
20000,771,0,0,1,0,0,0,0,False
20000,772,0,0,1,1,0,0,0,False
30000,773,1,1,0,0,0,0,0,False
20000,774,0,1,0,0,0,0,0,False
30000,775,1,0,0,0,0,0,0,False
15000,776,1,0,0,0,0,0,0,False
20000,777,0,1,0,0,0,0,0,False
5000,778,0,1,0,0,0,0,0,False
30000,779,0,0,0,0,0,0,0,False
100000,780,0,0,1,0,0,1,1,False
15000,781,1,1,1,0,0,0,0,False
200000,782,0,1,0,0,0,1,1,False
30000,783,0,0,1,0,0,0,0,False
15000,784,0,1,0,0,0,0,0,False
100000,785,0,0,0,1,0,0,0,False
10000,786,1,0,0,0,0,0,0,False
150000,787,0,0,0,0,0,1,1,False
