BRANCH_ID,BRANCH_NAME,CREATION_DATE,CREDIT_LIMIT,ACTIVATED,STATUS,STATUS_NAME,DELINQUENCY,LAST_STATEMENT_DATE,PRODUCT_NAME,LEDGER_BALANCE,AVAILABLE_LIMIT,GENDER,DOB,CUSTOMER_TYPE,RIMNO,CLOSURE_DATE,OVERDUEAMOUNT,NO_OF_CYCLES,FIRST_REPLACED_CARD,SECOND_REPLACED_CARD,THIRD_REPLACED_CARD,Card account status ,DOB_WAS_MISSING,CUSTOMER_ID
5,Tanta,2024-03-26,100000,A,90DA,90 Days Delinquent,90,2026-03-23,Platinum Credit Card,50292.86,49525.4,M,1978-12-22,Primary,100021,,28439.63,24,,,,90DA,0,22
6,Assiut,2018-07-25,200000,A,90DA,90 Days Delinquent,90,2026-03-24,Business Credit Card,48592.63,150965.31,M,1962-07-25,Primary,100022,,83000.36,93,,,,90DA,0,23
5,Tanta,2019-06-21,30000,A,90DA,90 Days Delinquent,90,2026-03-21,Business Credit Card,14096.63,15656.9,M,1977-10-02,Primary,100024,,4144.88,82,,,,90DA,0,25
2,Giza,2020-05-23,150000,A,NORM,Normal,0,2026-03-19,World Elite Card,-4670.6,145138.99,M,1984-02-12,Primary,100025,,0.0,71,,,,NORM,0,26
3,Alexandria,2021-02-28,200000,A,NORM,Normal,0,2026-03-27,Titanium Credit Card,177353.53,22469.88,F,1972-03-20,Primary,100027,,0.0,61,,,,NORM,0,28
6,Assiut,2018-10-12,30000,A,NORM,Normal,0,2026-03-27,Cashback Card,20083.72,9912.18,F,1972-06-30,Primary,100033,,0.0,90,,,,NORM,0,34
6,Assiut,2019-05-26,30000,A,NORM,Normal,0,2026-03-21,World Elite Card,10283.87,19548.59,F,1989-10-03,Primary,100036,,0.0,83,,,,NORM,0,37
7,Luxor,2019-12-14,200000,A,NORM,Normal,0,2026-03-27,World Elite Card,126412.4,73585.17,M,1990-05-20,Primary,100037,,0.0,76,,,,NORM,0,38
10,Suez,2021-08-12,100000,A,NORM,Normal,0,2026-03-18,Business Credit Card,12020.36,87866.15,F,1989-05-14,Primary,100038,,0.0,56,,,,NORM,0,39
2,Giza,2022-08-25,200000,A,90DA,90 Days Delinquent,90,2026-03-24,Titanium Credit Card,170186.0,29758.16,F,1980-06-05,Primary,100040,,29060.57,43,,,,90DA,0,41
7,Luxor,2019-12-22,150000,A,NORM,Normal,0,2026-03-19,Business Credit Card,41380.23,108177.31,M,1969-10-25,Primary,100041,,0.0,76,,,,NORM,0,42
9,Ismailia,2021-07-23,100000,A,NORM,Normal,0,2026-03-21,Travel Rewards Card,9233.76,90432.32,F,1986-09-16,Primary,100042,,0.0,57,,,,NORM,0,43
9,Ismailia,2020-09-06,30000,A,NEW,New,0,2026-03-30,Business Credit Card,14451.23,15210.32,M,1981-09-26,Primary,100043,,0.0,67,,,,NEW,0,44
1,Cairo Main,2022-09-17,75000,A,NORM,Normal,0,2026-03-22,Classic Credit Card,44913.02,29625.4,M,1969-04-11,Primary,100045,,0.0,43,,,,NORM,0,46
9,Ismailia,2024-02-15,200000,A,NORM,Normal,0,2026-03-17,Titanium Credit Card,75288.65,124695.72,F,1993-07-13,Primary,100046,,0.0,25,,,,NORM,0,47
4,Mansoura,2018-03-25,200000,A,60DA,60 Days Delinquent,60,2026-03-25,Platinum Credit Card,62373.55,137619.39,F,1968-12-10,Primary,100050,,74761.63,97,,,,60DA,0,51
7,Luxor,2022-02-26,10000,A,NORM,Normal,0,2026-03-29,Cashback Card,6110.39,3527.82,F,1989-09-03,Primary,100053,,0.0,49,,,,NORM,0,54
5,Tanta,2023-01-21,20000,A,NORM,Normal,0,2026-03-28,Business Credit Card,17650.96,2020.25,M,1999-07-19,Secondary,100055,,0.0,38,,,,NORM,0,56
7,Luxor,2024-03-24,20000,A,NORM,Normal,0,2026-03-20,Business Credit Card,3362.39,16401.92,M,1981-11-30,Primary,100057,,0.0,24,,,,NORM,0,58
5,Tanta,2024-07-10,50000,A,30DD,30 Days Delinquent,30,2026-03-24,Business Credit Card,-1644.02,47996.81,F,1989-10-13,Primary,100058,,9137.74,21,,,,30DD,0,59
5,Tanta,2019-05-10,20000,A,NORM,Normal,0,2026-03-21,Cashback Card,15867.63,4030.81,M,1970-05-05,Primary,100059,,0.0,83,,,,NORM,0,60
9,Ismailia,2021-01-28,5000,A,60DA,60 Days Delinquent,60,2026-03-18,Classic Credit Card,1183.64,3612.36,F,1965-09-04,Secondary,100061,,2208.3,62,,,,60DA,0,62
8,Zagazig,2022-12-10,50000,A,NORM,Normal,0,2026-03-26,Platinum Credit Card,36068.61,13761.52,F,1981-06-22,Secondary,100062,,0.0,40,,,,NORM,0,63
2,Giza,2018-08-08,15000,A,NEW,New,0,2026-03-31,Platinum Credit Card,11759.18,3170.19,M,1985-11-18,Primary,100063,,0.0,93,,,,NEW,0,64
10,Suez,2024-12-08,20000,A,NORM,Normal,0,2026-03-25,Travel Rewards Card,15222.04,4700.15,F,1995-06-21,Secondary,100064,,0.0,15,,,,NORM,0,65
3,Alexandria,2022-08-01,100000,A,NORM,Normal,0,2026-03-23,Business Credit Card,49312.4,50346.38,M,1960-02-13,Primary,100066,,0.0,44,,,,NORM,0,67
4,Mansoura,2024-08-12,20000,A,30DD,30 Days Delinquent,30,2026-03-24,Travel Rewards Card,10993.76,8641.74,M,1971-11-13,Secondary,100067,,4791.34,19,,,,30DD,0,68
1,Cairo Main,2021-06-13,200000,A,NORM,Normal,0,2026-03-25,World Elite Card,187520.28,12476.78,F,1967-06-11,Primary,100068,,0.0,58,,,,NORM,0,69
9,Ismailia,2022-11-29,10000,A,30DD,30 Days Delinquent,30,2026-03-31,Classic Credit Card,-640.74,9252.74,F,1982-02-24,Primary,100069,,5670.73,40,,,,30DD,0,70
1,Cairo Main,2021-01-08,200000,A,NORM,Normal,0,2026-03-31,Classic Credit Card,63950.66,135668.72,F,1994-04-21,Primary,100070,,0.0,63,,,,NORM,0,71
8,Zagazig,2023-04-10,50000,A,30DD,30 Days Delinquent,30,2026-03-21,Travel Rewards Card,32738.4,17158.74,M,1964-02-03,Primary,100071,,12538.56,36,,,,30DD,0,72
7,Luxor,2024-03-03,5000,A,NORM,Normal,0,2026-03-29,Business Credit Card,3232.66,1694.24,F,1996-06-29,Primary,100072,,0.0,25,,,,NORM,0,73
4,Mansoura,2024-02-28,15000,A,NORM,Normal,0,2026-03-27,World Elite Card,2351.93,12460.42,M,1971-12-24,Secondary,100074,,0.0,25,,,,NORM,0,75
3,Alexandria,2024-03-06,5000,A,NORM,Normal,0,2026-03-27,Travel Rewards Card,2310.94,2415.61,M,1973-12-09,Secondary,100075,,0.0,25,,,,NORM,0,76
5,Tanta,2021-01-24,75000,A,NEW,New,0,2026-03-20,Business Credit Card,8012.72,66621.68,F,1982-10-29,Primary,100076,,0.0,63,,,,NEW,0,77
10,Suez,2023-06-29,15000,A,90DA,90 Days Delinquent,90,2026-03-23,Business Credit Card,14098.13,532.73,F,1989-08-08,Primary,100078,,5601.98,33,,,,90DA,0,79
6,Assiut,2020-02-12,20000,A,NORM,Normal,0,2026-03-24,Travel Rewards Card,1867.93,18110.7,M,1999-01-03,Primary,100079,,0.0,74,,,,NORM,0,80
3,Alexandria,2018-06-01,15000,A,NORM,Normal,0,2026-03-19,Cashback Card,-706.92,14056.14,M,1982-03-21,Secondary,100080,,0.0,95,,,,NORM,0,81
7,Luxor,2019-09-25,10000,A,30DD,30 Days Delinquent,30,2026-03-22,Business Credit Card,8149.3,1836.91,F,1999-01-25,Secondary,100081,,4098.16,79,,,,30DD,0,82
6,Assiut,2023-06-22,150000,A,NORM,Normal,0,2026-03-30,Classic Credit Card,-13988.89,135825.45,F,1988-02-12,Primary,100082,,0.0,33,,,,NORM,0,83
4,Mansoura,2022-08-15,200000,A,NORM,Normal,0,2026-03-17,Platinum Credit Card,61791.91,138150.65,M,1983-10-29,Secondary,100084,,0.0,44,,,,NORM,0,85
8,Zagazig,2019-08-10,20000,A,NORM,Normal,0,2026-03-19,Business Credit Card,13421.59,6172.97,F,1986-02-27,Secondary,100085,,0.0,80,,,,NORM,0,86
10,Suez,2023-07-28,30000,A,NORM,Normal,0,2026-03-31,Titanium Credit Card,14150.82,15423.14,M,1993-06-04,Primary,100088,,0.0,32,,,,NORM,0,89
1,Cairo Main,2022-12-11,5000,A,NORM,Normal,0,2026-03-20,Cashback Card,3108.8,1427.39,F,1973-11-09,Primary,100089,,0.0,40,,,,NORM,0,90
3,Alexandria,2024-01-19,50000,A,NORM,Normal,0,2026-03-26,World Elite Card,36341.59,13215.54,F,1995-04-13,Primary,100090,,0.0,26,,,,NORM,0,91
8,Zagazig,2019-07-31,20000,A,NORM,Normal,0,2026-03-29,Travel Rewards Card,17979.99,1964.79,F,1963-05-18,Primary,100091,,0.0,81,,,,NORM,0,92
6,Assiut,2020-12-09,200000,A,NORM,Normal,0,2026-03-29,Travel Rewards Card,120897.89,78914.81,M,1990-03-07,Primary,100092,,0.0,64,,,,NORM,0,93
2,Giza,2020-08-19,150000,A,NORM,Normal,0,2026-03-17,Platinum Credit Card,34328.01,115402.67,F,1964-05-11,Primary,100094,,0.0,68,,,,NORM,0,95
2,Giza,2023-06-28,200000,A,NORM,Normal,0,2026-03-24,Travel Rewards Card,95753.36,103856.94,F,1997-05-25,Primary,100095,,0.0,33,,,,NORM,0,96
2,Giza,2022-02-13,150000,A,NORM,Normal,0,2026-03-30,Cashback Card,80027.84,69651.81,F,1990-10-04,Secondary,100096,,0.0,50,,,,NORM,0,97
4,Mansoura,2024-09-11,5000,A,30DD,30 Days Delinquent,30,2026-03-29,Classic Credit Card,450.91,4073.05,M,1988-10-13,Primary,100097,,2448.66,18,,,,30DD,0,98
10,Suez,2020-08-12,50000,A,NORM,Normal,0,2026-03-30,Platinum Credit Card,44089.71,5718.64,M,1969-09-08,Primary,100098,,0.0,68,,,,NORM,0,99
1,Cairo Main,2018-03-02,50000,A,NORM,Normal,0,2026-03-30,Titanium Credit Card,14798.82,34732.86,M,1965-11-29,Primary,100099,,0.0,98,,,,NORM,0,100
2,Giza,2018-09-18,100000,A,NORM,Normal,0,2026-04-01,Business Credit Card,43924.11,55935.51,M,1993-06-12,Primary,100100,,0.0,91,,,,NORM,0,101
9,Ismailia,2023-02-20,5000,A,NORM,Normal,0,2026-03-31,Classic Credit Card,3156.75,1456.91,F,1973-07-12,Primary,100101,,0.0,37,,,,NORM,0,102
2,Giza,2024-10-27,15000,A,NORM,Normal,0,2026-03-24,Gold Credit Card,9165.04,5572.05,F,1974-06-13,Secondary,100102,,0.0,17,,,,NORM,0,103
8,Zagazig,2024-10-15,75000,A,NORM,Normal,0,2026-03-22,Gold Credit Card,14932.68,59760.17,M,1982-09-04,Primary,100103,,0.0,17,,,,NORM,0,104
8,Zagazig,2019-01-09,10000,A,NORM,Normal,0,2026-04-01,Gold Credit Card,6746.58,2976.97,F,1963-01-04,Primary,100105,,0.0,87,,,,NORM,0,106
9,Ismailia,2019-05-16,75000,A,NORM,Normal,0,2026-03-22,Cashback Card,42257.6,32400.04,F,1974-10-14,Primary,100106,,0.0,83,,,,NORM,0,107
9,Ismailia,2019-09-26,100000,A,NORM,Normal,0,2026-03-18,Titanium Credit Card,94281.11,5618.83,F,1969-07-17,Primary,100107,,0.0,79,,,,NORM,0,108
7,Luxor,2024-04-16,200000,A,NORM,Normal,0,2026-03-19,Classic Credit Card,54003.81,145587.2,M,1997-11-29,Primary,100108,,0.0,23,,,,NORM,0,109
6,Assiut,2020-01-14,15000,A,30DD,30 Days Delinquent,30,2026-03-26,Travel Rewards Card,8088.64,6802.4,M,1960-04-10,Primary,100109,,8267.78,75,,,,30DD,0,110
7,Luxor,2021-10-28,15000,A,90DA,90 Days Delinquent,90,2026-03-31,Cashback Card,7792.14,6917.48,M,1980-05-07,Primary,100110,,5474.6,53,,,,90DA,0,111
2,Giza,2022-12-20,75000,A,NORM,Normal,0,2026-03-21,Business Credit Card,57334.73,17415.47,F,1972-03-16,Primary,100111,,0.0,39,,,,NORM,0,112
7,Luxor,2021-03-06,200000,A,90DA,90 Days Delinquent,90,2026-03-29,Business Credit Card,16065.51,183739.98,M,1964-12-21,Secondary,100112,,96395.85,61,,,,90DA,0,113
4,Mansoura,2020-05-15,15000,A,NORM,Normal,0,2026-03-31,World Elite Card,5905.75,8663.76,M,1973-07-09,Primary,100113,,0.0,71,,,,NORM,0,114
3,Alexandria,2023-12-22,20000,A,NORM,Normal,0,2026-03-27,Cashback Card,12474.19,7108.41,M,1977-01-20,Primary,100114,,0.0,27,,,,NORM,0,115
5,Tanta,2021-10-22,20000,A,30DD,30 Days Delinquent,30,2026-03-18,Cashback Card,1236.67,18307.94,M,1993-06-15,Primary,100117,,9437.75,54,,,,30DD,0,118
3,Alexandria,2019-02-26,15000,A,NORM,Normal,0,2026-03-30,World Elite Card,7953.13,6676.99,M,1970-08-07,Primary,100118,,0.0,86,,,,NORM,0,119
2,Giza,2024-08-30,150000,A,NEW,New,0,2026-03-26,Travel Rewards Card,21740.18,127960.7,M,1987-08-03,Secondary,100121,,0.0,19,,,,NEW,0,122
6,Assiut,2023-05-03,150000,A,30DD,30 Days Delinquent,30,2026-03-25,Platinum Credit Card,35138.4,114814.69,M,1987-02-20,Secondary,100122,,35370.26,35,,,,30DD,0,123
1,Cairo Main,2021-10-02,10000,A,90DA,90 Days Delinquent,90,2026-03-24,Cashback Card,2211.47,7347.57,F,1995-05-27,Primary,100124,,3686.12,54,,,,90DA,0,125
6,Assiut,2024-07-14,15000,A,NORM,Normal,0,2026-03-29,Cashback Card,14018.03,676.33,M,1963-08-28,Primary,100125,,0.0,20,,,,NORM,0,126
9,Ismailia,2021-09-07,15000,A,60DA,60 Days Delinquent,60,2026-03-20,Gold Credit Card,12549.56,2286.13,F,1976-11-23,Primary,100126,,8538.52,55,,,,60DA,0,127
6,Assiut,2023-06-15,20000,A,NORM,Normal,0,2026-03-19,Titanium Credit Card,2330.11,17188.39,M,1994-05-14,Secondary,100127,,0.0,34,,,,NORM,0,128
9,Ismailia,2023-11-27,5000,A,NORM,Normal,0,2026-04-01,Cashback Card,214.45,4546.14,F,1997-06-17,Primary,100128,,0.0,28,,,,NORM,0,129
8,Zagazig,2022-08-10,50000,A,NORM,Normal,0,2026-03-24,Titanium Credit Card,1961.72,47952.45,F,1961-12-16,Primary,100129,,0.0,44,,,,NORM,0,130
8,Zagazig,2020-03-05,50000,A,30DD,30 Days Delinquent,30,2026-03-25,Business Credit Card,41176.85,8403.41,F,1997-06-17,Primary,100130,,7271.26,73,,,,30DD,0,131
10,Suez,2020-10-21,5000,A,NORM,Normal,0,2026-03-29,Business Credit Card,1141.52,3407.59,M,1966-03-17,Secondary,100131,,0.0,66,,,,NORM,0,132
3,Alexandria,2023-01-15,150000,A,NORM,Normal,0,2026-03-24,Platinum Credit Card,27281.74,122569.99,M,1972-03-27,Secondary,100132,,0.0,39,,,,NORM,0,133
3,Alexandria,2018-06-06,30000,A,30DD,30 Days Delinquent,30,2026-03-19,Business Credit Card,10835.37,18989.11,F,1966-03-04,Primary,100134,,16152.8,95,,,,30DD,0,135
10,Suez,2018-09-15,10000,A,NORM,Normal,0,2026-03-26,Business Credit Card,1020.26,8710.16,M,1980-07-03,Primary,100136,,0.0,91,,,,NORM,0,137
6,Assiut,2024-05-26,75000,A,NORM,Normal,0,2026-03-31,Platinum Credit Card,57926.92,17005.96,F,1970-10-16,Secondary,100137,,0.0,22,,,,NORM,0,138
6,Assiut,2019-03-01,200000,A,NORM,Normal,0,2026-03-27,Cashback Card,47100.25,152766.17,F,1970-10-25,Primary,100139,,0.0,86,,,,NORM,0,140
9,Ismailia,2018-12-05,75000,A,NORM,Normal,0,2026-03-19,Gold Credit Card,43979.27,30591.4,M,1971-12-18,Primary,100143,,0.0,89,,,,NORM,0,144
6,Assiut,2021-04-25,30000,A,NEW,New,0,2026-03-25,Business Credit Card,2916.35,26878.59,F,1989-08-24,Primary,100144,,0.0,60,,,,NEW,0,145
7,Luxor,2018-08-23,10000,A,NORM,Normal,0,2026-03-20,Travel Rewards Card,3962.72,5986.02,M,1972-04-25,Primary,100145,,0.0,92,,,,NORM,0,146
1,Cairo Main,2018-10-03,20000,A,30DD,30 Days Delinquent,30,2026-03-27,Cashback Card,13364.75,6381.38,M,1965-08-30,Primary,100146,,9424.53,91,,,,30DD,0,147
3,Alexandria,2023-10-22,75000,A,NORM,Normal,0,2026-03-21,Gold Credit Card,57168.91,17820.24,F,1982-05-21,Secondary,100148,,0.0,29,,,,NORM,0,149
8,Zagazig,2022-01-18,150000,A,NORM,Normal,0,2026-03-22,Cashback Card,4624.63,145100.65,M,1961-03-06,Secondary,100151,,0.0,51,,,,NORM,0,152
7,Luxor,2023-05-15,150000,A,NEW,New,0,2026-03-20,Travel Rewards Card,134552.54,15341.33,M,1992-02-28,Secondary,100152,,0.0,35,,,,NEW,0,153
8,Zagazig,2023-10-21,50000,A,NEW,New,0,2026-03-24,Platinum Credit Card,17766.01,32009.0,F,1990-07-04,Secondary,100153,,0.0,29,,,,NEW,0,154
9,Ismailia,2021-05-30,15000,A,NORM,Normal,0,2026-03-19,Platinum Credit Card,177.24,14472.62,F,1966-11-12,Secondary,100154,,0.0,58,,,,NORM,0,155
4,Mansoura,2024-03-06,30000,A,NORM,Normal,0,2026-03-26,Platinum Credit Card,5217.16,24562.68,M,1988-06-26,Primary,100155,,0.0,25,,,,NORM,0,156
3,Alexandria,2024-10-14,50000,A,NORM,Normal,0,2026-03-22,Classic Credit Card,44948.38,4693.71,M,1967-09-05,Primary,100156,,0.0,17,,,,NORM,0,157
3,Alexandria,2022-08-30,100000,A,NORM,Normal,0,2026-03-24,Business Credit Card,-7899.71,92052.33,M,1979-09-20,Secondary,100158,,0.0,43,,,,NORM,0,159
2,Giza,2021-04-03,75000,A,NORM,Normal,0,2026-04-01,Travel Rewards Card,62031.79,12472.11,F,1962-04-09,Primary,100160,,0.0,60,,,,NORM,0,161
10,Suez,2018-07-19,5000,A,90DA,90 Days Delinquent,90,2026-03-27,World Elite Card,4231.3,318.08,F,1975-10-30,Primary,100162,,2488.51,93,,,,90DA,0,163
9,Ismailia,2019-09-03,200000,A,30DD,30 Days Delinquent,30,2026-03-26,Platinum Credit Card,139335.6,60460.8,F,1980-07-01,Primary,100166,,67334.88,80,,,,30DD,0,167
10,Suez,2023-09-09,150000,A,NORM,Normal,0,2026-03-28,Business Credit Card,-12016.11,137563.94,M,1975-02-02,Primary,100167,,0.0,31,,,,NORM,0,168
10,Suez,2018-04-20,200000,A,30DD,30 Days Delinquent,30,2026-03-23,Business Credit Card,106227.26,93730.71,M,1973-10-19,Primary,100168,,96878.24,96,,,,30DD,0,169
10,Suez,2022-04-07,15000,A,NEW,New,0,2026-03-18,Titanium Credit Card,4309.76,10236.96,M,1994-09-30,Primary,100169,,0.0,48,,,,NEW,0,170
3,Alexandria,2020-04-15,75000,A,NORM,Normal,0,2026-03-28,Business Credit Card,29894.29,44659.94,M,1978-07-10,Primary,100170,,0.0,72,,,,NORM,0,171
7,Luxor,2019-12-11,100000,A,NORM,Normal,0,2026-03-24,Cashback Card,34358.51,65514.63,F,1974-01-27,Secondary,100171,,0.0,76,,,,NORM,0,172
2,Giza,2024-02-03,75000,A,NORM,Normal,0,2026-03-31,Travel Rewards Card,25707.22,49054.39,F,1985-09-21,Primary,100173,,0.0,26,,,,NORM,0,174
8,Zagazig,2020-11-16,100000,A,NORM,Normal,0,2026-03-18,Titanium Credit Card,3023.35,96753.4,F,1989-06-04,Primary,100174,,0.0,65,,,,NORM,0,175
10,Suez,2024-07-31,20000,A,NORM,Normal,0,2026-03-18,Titanium Credit Card,12179.24,7375.66,M,1993-03-26,Primary,100175,,0.0,20,,,,NORM,0,176
8,Zagazig,2019-07-18,5000,A,90DA,90 Days Delinquent,90,2026-03-17,Platinum Credit Card,2174.56,2374.58,F,1964-07-05,Primary,100176,,1885.67,81,,,,90DA,0,177
5,Tanta,2018-08-31,10000,A,NEW,New,0,2026-03-25,Titanium Credit Card,7120.52,2692.31,F,1988-12-21,Secondary,100177,,0.0,92,,,,NEW,0,178
8,Zagazig,2019-07-04,150000,A,NORM,Normal,0,2026-03-17,Business Credit Card,115067.79,34918.46,M,1999-11-21,Primary,100179,,0.0,82,,,,NORM,0,180
3,Alexandria,2021-10-12,30000,A,NORM,Normal,0,2026-03-17,Titanium Credit Card,11972.57,18014.92,F,1960-08-18,Primary,100180,,0.0,54,,,,NORM,0,181
2,Giza,2019-07-30,100000,A,NORM,Normal,0,2026-03-30,Cashback Card,22353.17,77424.25,F,1968-04-15,Primary,100181,,0.0,81,,,,NORM,0,182
5,Tanta,2024-06-04,5000,A,NORM,Normal,0,2026-03-31,World Elite Card,590.41,4021.11,M,1986-02-16,Primary,100182,,0.0,22,,,,NORM,0,183
9,Ismailia,2021-06-27,10000,A,60DA,60 Days Delinquent,60,2026-03-20,World Elite Card,-511.63,9062.82,M,1999-10-28,Secondary,100183,,4561.61,57,,,,60DA,0,184
8,Zagazig,2024-10-17,50000,A,NEW,New,0,2026-03-22,Travel Rewards Card,7713.83,42140.92,M,1993-07-16,Primary,100184,,0.0,17,,,,NEW,0,185
9,Ismailia,2023-12-04,50000,A,NORM,Normal,0,2026-03-28,Gold Credit Card,7915.09,41607.99,M,1980-01-15,Primary,100185,,0.0,28,,,,NORM,0,186
9,Ismailia,2019-04-22,20000,A,NORM,Normal,0,2026-04-01,Business Credit Card,-1330.27,18327.96,F,1979-10-27,Primary,100186,,0.0,84,,,,NORM,0,187
8,Zagazig,2018-08-25,150000,A,NORM,Normal,0,2026-03-30,Business Credit Card,58460.37,91111.9,F,1985-04-18,Secondary,100187,,0.0,92,,,,NORM,0,188
2,Giza,2022-10-02,50000,A,NORM,Normal,0,2026-03-19,Gold Credit Card,11152.41,38352.79,F,1962-01-12,Primary,100188,,0.0,42,,,,NORM,0,189
7,Luxor,2022-04-16,100000,A,30DD,30 Days Delinquent,30,2026-03-30,Travel Rewards Card,70365.24,29383.83,M,1976-10-18,Primary,100189,,35698.38,48,,,,30DD,0,190
9,Ismailia,2020-07-01,5000,A,NORM,Normal,0,2026-03-24,Classic Credit Card,4155.34,593.47,F,1965-09-17,Primary,100190,,0.0,70,,,,NORM,0,191
8,Zagazig,2019-09-28,30000,A,NORM,Normal,0,2026-03-19,Titanium Credit Card,20000.24,9764.57,F,1975-07-12,Primary,100191,,0.0,79,,,,NORM,0,192
4,Mansoura,2019-02-18,200000,A,60DA,60 Days Delinquent,60,2026-03-20,Classic Credit Card,38939.47,160829.75,M,1963-01-07,Primary,100192,,70234.27,86,,,,60DA,0,193
4,Mansoura,2020-06-08,5000,A,NORM,Normal,0,2026-03-20,Platinum Credit Card,2724.08,1905.73,F,1984-03-18,Primary,100193,,0.0,70,,,,NORM,0,194
5,Tanta,2019-08-10,150000,A,30DD,30 Days Delinquent,30,2026-03-25,Titanium Credit Card,44051.04,105685.58,F,1999-04-22,Primary,100194,,55884.76,80,,,,30DD,0,195
7,Luxor,2023-07-24,5000,A,NORM,Normal,0,2026-03-23,Cashback Card,447.52,4200.29,F,1984-12-07,Primary,100195,,0.0,32,,,,NORM,0,196
3,Alexandria,2024-01-13,100000,A,NORM,Normal,0,2026-03-27,Titanium Credit Card,78008.47,21651.33,M,1993-11-03,Secondary,100196,,0.0,26,,,,NORM,0,197
7,Luxor,2023-12-11,15000,A,NORM,Normal,0,2026-03-20,Travel Rewards Card,-636.98,14329.4,M,1984-12-30,Primary,100197,,0.0,28,,,,NORM,0,198
2,Giza,2020-02-20,5000,A,NORM,Normal,0,2026-03-30,World Elite Card,1114.52,3451.67,M,1984-01-10,Primary,100198,,0.0,74,,,,NORM,0,199
10,Suez,2020-04-17,75000,A,NORM,Normal,0,2026-03-27,Titanium Credit Card,13168.38,61780.06,F,1991-07-27,Primary,100200,,0.0,72,,,,NORM,0,201
5,Tanta,2023-10-02,100000,A,NORM,Normal,0,2026-03-19,Business Credit Card,42977.57,56699.86,F,1976-02-18,Primary,100201,,0.0,30,,,,NORM,0,202
7,Luxor,2020-10-03,100000,A,NORM,Normal,0,2026-03-26,Cashback Card,60803.18,39192.49,F,1985-07-23,Primary,100203,,0.0,66,,,,NORM,0,204
8,Zagazig,2018-01-28,150000,A,NORM,Normal,0,2026-03-23,Travel Rewards Card,123099.84,26496.79,F,1960-09-14,Secondary,100206,,0.0,99,,,,NORM,0,207
