BRANCH_ID,BRANCH_NAME,CREATION_DATE,CREDIT_LIMIT,ACTIVATED,STATUS,STATUS_NAME,DELINQUENCY,LAST_STATEMENT_DATE,PRODUCT_NAME,LEDGER_BALANCE,AVAILABLE_LIMIT,GENDER,DOB,CUSTOMER_TYPE,RIMNO,CLOSURE_DATE,OVERDUEAMOUNT,NO_OF_CYCLES,FIRST_REPLACED_CARD,SECOND_REPLACED_CARD,THIRD_REPLACED_CARD,Card account status ,DOB_WAS_MISSING,CUSTOMER_ID
2,Giza,2020-08-21,75000,A,60DA,60 Days Delinquent,60,2026-01-30,Platinum Credit Card,13428.86,61432.4,F,1990-04-15,Secondary,100021,,33568.42,66,,,,60DA,0,22
2,Giza,2020-08-21,75000,A,NORM,Normal,0,2026-01-17,Classic Credit Card,16342.42,58553.71,F,1990-04-15,Secondary,100021,,0.0,66,,,,NORM,0,22
2,Giza,2020-08-21,75000,A,NORM,Normal,0,2026-01-17,Travel Rewards Card,54036.24,20804.33,F,1990-04-15,Secondary,100021,,0.0,66,,,,NORM,0,22
4,Mansoura,2022-06-10,15000,A,NORM,Normal,0,2026-01-23,Classic Credit Card,1608.99,13119.83,M,1971-11-30,Primary,100022,,0.0,44,,,,NORM,0,23
5,Tanta,2021-11-30,10000,A,NORM,Normal,0,2026-01-26,Classic Credit Card,8041.96,1902.28,F,1965-12-10,Primary,100023,,0.0,50,,,,NORM,0,24
9,Ismailia,2019-03-01,15000,A,NORM,Normal,0,2026-01-24,Classic Credit Card,10399.8,4104.08,F,1973-06-06,Primary,100024,,0.0,84,,,,NORM,0,25
5,Tanta,2023-06-25,30000,A,NORM,Normal,0,2026-01-24,Gold Credit Card,12979.73,16763.17,M,1982-09-02,Primary,100025,,0.0,31,,,,NORM,0,26
3,Alexandria,2022-12-15,150000,A,NORM,Normal,0,2026-01-29,World Elite Card,28357.91,121361.46,M,1993-04-01,Secondary,100026,,0.0,38,,,,NORM,0,27
3,Alexandria,2019-06-07,5000,A,30DD,30 Days Delinquent,30,2026-01-27,Classic Credit Card,2059.8,2780.6,M,1979-04-12,Primary,100027,,2935.89,81,,,,30DD,0,28
7,Luxor,2019-09-26,20000,A,NORM,Normal,0,2026-01-27,Classic Credit Card,4397.46,15139.89,M,1987-11-03,Primary,100028,,0.0,77,,,,NORM,0,29
7,Luxor,2019-09-26,20000,A,NORM,Normal,0,2026-01-17,Gold Credit Card,2867.86,16978.54,M,1987-11-03,Primary,100028,,0.0,77,,,,NORM,0,29
7,Luxor,2019-09-26,20000,A,NORM,Normal,0,2026-01-26,Titanium Credit Card,10800.06,8914.44,M,1987-11-03,Primary,100028,,0.0,77,,,,NORM,0,29
1,Cairo Main,2023-04-12,20000,A,NORM,Normal,0,2026-01-17,Gold Credit Card,15899.5,3795.44,M,1998-07-07,Primary,100029,,0.0,34,,,,NORM,0,30
1,Cairo Main,2023-04-12,20000,A,NORM,Normal,0,2026-01-23,Cashback Card,14374.85,5490.46,M,1998-07-07,Primary,100029,,0.0,34,,,,NORM,0,30
5,Tanta,2018-10-12,30000,A,NORM,Normal,0,2026-01-19,Gold Credit Card,19891.35,9694.03,M,1998-10-09,Secondary,100030,,0.0,88,,,,NORM,0,31
10,Suez,2018-06-06,10000,A,NORM,Normal,0,2026-01-21,Cashback Card,-940.44,8589.57,M,1971-11-28,Primary,100031,,0.0,93,,,,NORM,0,32
5,Tanta,2022-11-22,5000,A,NORM,Normal,0,2026-01-26,Cashback Card,1898.67,2964.23,F,1961-12-28,Primary,100032,,0.0,38,,,,NORM,0,33
5,Tanta,2022-11-22,5000,A,NORM,Normal,0,2026-01-22,Business Credit Card,3870.9,1117.26,F,1961-12-28,Primary,100032,,0.0,38,,,,NORM,0,33
5,Tanta,2022-11-22,5000,A,NORM,Normal,0,2026-01-29,Travel Rewards Card,3686.74,1004.48,F,1961-12-28,Primary,100032,,0.0,38,,,,NORM,0,33
6,Assiut,2019-05-26,30000,A,NORM,Normal,0,2026-01-20,Gold Credit Card,19769.75,9759.5,F,1989-10-03,Primary,100033,,0.0,81,,,,NORM,0,34
7,Luxor,2019-12-14,200000,A,NEW,New,0,2026-01-31,World Elite Card,82278.68,117581.25,M,1990-05-20,Primary,100034,,0.0,74,,,,NEW,0,35
6,Assiut,2022-12-15,100000,A,NORM,Normal,0,2026-01-17,World Elite Card,18984.85,80830.43,F,1980-11-09,Primary,100035,,0.0,38,,,,NORM,0,36
4,Mansoura,2020-03-26,15000,A,NORM,Normal,0,2026-01-28,Gold Credit Card,3611.59,11000.79,F,1996-03-06,Secondary,100036,,0.0,71,,,,NORM,0,37
7,Luxor,2022-06-25,20000,A,NORM,Normal,0,2026-01-24,Classic Credit Card,9798.56,9982.31,M,1982-03-05,Primary,100037,,0.0,43,,,,NORM,0,38
1,Cairo Main,2020-10-17,10000,A,NORM,Normal,0,2026-01-22,Gold Credit Card,6240.49,3689.28,F,1985-01-01,Secondary,100038,,0.0,64,,,,NORM,0,39
3,Alexandria,2023-04-29,100000,A,NORM,Normal,0,2026-01-18,Platinum Credit Card,71133.81,28492.55,F,1993-05-11,Primary,100039,,0.0,33,,,,NORM,0,40
3,Alexandria,2023-04-29,100000,A,NORM,Normal,0,2026-02-01,Travel Rewards Card,10893.44,88620.84,F,1993-05-11,Primary,100039,,0.0,33,,,,NORM,0,40
5,Tanta,2021-08-02,150000,A,NORM,Normal,0,2026-01-31,World Elite Card,52304.62,97292.35,M,1975-01-24,Primary,100040,,0.0,54,,,,NORM,0,41
9,Ismailia,2022-08-31,5000,A,NORM,Normal,0,2026-01-22,Gold Credit Card,-414.94,4366.46,F,1980-11-24,Primary,100041,,0.0,41,,,,NORM,0,42
9,Ismailia,2022-08-31,5000,A,NORM,Normal,0,2026-01-30,Cashback Card,2517.78,2165.03,F,1980-11-24,Primary,100041,,0.0,41,,,,NORM,0,42
7,Luxor,2022-09-13,150000,A,NORM,Normal,0,2026-01-18,World Elite Card,68752.58,80848.12,F,1998-04-13,Primary,100042,,0.0,41,,,,NORM,0,43
7,Luxor,2022-09-13,150000,A,90DA,90 Days Delinquent,90,2026-01-28,Travel Rewards Card,103425.41,46191.03,F,1998-04-13,Primary,100042,,39069.73,41,,,,90DA,0,43
3,Alexandria,2023-03-30,15000,A,NORM,Normal,0,2026-01-19,Gold Credit Card,8703.48,6126.62,F,1997-09-13,Primary,100043,,0.0,34,,,,NORM,0,44
1,Cairo Main,2022-04-02,50000,A,NORM,Normal,0,2026-01-25,Titanium Credit Card,10425.22,39262.94,F,1971-09-02,Primary,100044,,0.0,46,,,,NORM,0,45
1,Cairo Main,2024-01-19,5000,A,NORM,Normal,0,2026-01-18,Classic Credit Card,3991.77,716.04,M,1993-08-07,Primary,100045,,0.0,24,,,,NORM,0,46
3,Alexandria,2019-06-02,100000,A,NORM,Normal,0,2026-01-28,World Elite Card,76260.1,23277.22,F,1970-09-13,Primary,100046,,0.0,81,,,,NORM,0,47
3,Alexandria,2019-03-19,200000,A,NORM,Normal,0,2026-01-31,Platinum Credit Card,44781.15,155168.4,M,1973-12-14,Primary,100047,,0.0,83,,,,NORM,0,48
3,Alexandria,2019-03-19,200000,A,NORM,Normal,0,2026-01-26,Business Credit Card,180478.72,19357.55,M,1973-12-14,Primary,100047,,0.0,83,,,,NORM,0,48
3,Alexandria,2019-03-19,200000,A,NORM,Normal,0,2026-01-21,Travel Rewards Card,188110.76,11772.75,M,1973-12-14,Primary,100047,,0.0,83,,,,NORM,0,48
2,Giza,2024-05-07,5000,A,NORM,Normal,0,2026-01-18,Cashback Card,4458.03,480.41,F,1995-09-19,Primary,100048,,0.0,21,,,,NORM,0,49
2,Giza,2022-01-23,100000,A,NORM,Normal,0,2026-01-26,Platinum Credit Card,11901.36,88074.03,F,1979-06-12,Secondary,100049,,0.0,49,,,,NORM,0,50
6,Assiut,2020-10-02,10000,A,NORM,Normal,0,2026-01-29,Classic Credit Card,308.82,9206.56,M,1998-03-16,Primary,100050,,0.0,64,,,,NORM,0,51
6,Assiut,2020-10-02,10000,A,NORM,Normal,0,2026-01-19,Cashback Card,8877.31,752.37,M,1998-03-16,Primary,100050,,0.0,64,,,,NORM,0,51
8,Zagazig,2021-12-24,30000,A,60DA,60 Days Delinquent,60,2026-02-01,Cashback Card,22193.42,7626.65,M,1969-07-07,Primary,100051,,4967.48,50,,,,60DA,0,52
4,Mansoura,2022-07-23,100000,A,NORM,Normal,0,2026-01-30,Platinum Credit Card,32032.38,67538.87,M,1992-04-19,Primary,100052,,0.0,42,,,,NORM,0,53
4,Mansoura,2022-07-23,100000,A,NORM,Normal,0,2026-01-20,Travel Rewards Card,21572.92,77927.23,M,1992-04-19,Primary,100052,,0.0,42,,,,NORM,0,53
4,Mansoura,2024-07-10,50000,A,NORM,Normal,0,2026-01-28,Business Credit Card,45622.31,4012.88,F,1973-09-25,Primary,100053,,0.0,19,,,,NORM,0,54
5,Tanta,2020-08-02,10000,A,NORM,Normal,0,2026-01-31,Cashback Card,-902.62,8838.07,M,1971-04-11,Primary,100054,,0.0,66,,,,NORM,0,55
9,Ismailia,2021-03-05,10000,A,NORM,Normal,0,2026-01-27,Gold Credit Card,8096.62,1572.9,M,1986-10-08,Primary,100055,,0.0,59,,,,NORM,0,56
1,Cairo Main,2024-03-16,30000,A,NORM,Normal,0,2026-01-27,Gold Credit Card,13335.89,16588.42,F,1962-06-12,Primary,100056,,0.0,22,,,,NORM,0,57
3,Alexandria,2020-10-31,100000,A,NEW,New,0,2026-01-21,Platinum Credit Card,72588.46,27396.55,M,1962-04-21,Secondary,100057,,0.0,63,,,,NEW,0,58
3,Alexandria,2020-10-31,100000,A,NORM,Normal,0,2026-01-17,Travel Rewards Card,23712.64,75895.73,M,1962-04-21,Secondary,100057,,0.0,63,,,,NORM,0,58
4,Mansoura,2024-04-04,75000,A,NORM,Normal,0,2026-01-27,Platinum Credit Card,64444.18,10532.57,F,1965-04-24,Primary,100058,,0.0,22,,,,NORM,0,59
5,Tanta,2024-12-18,5000,A,NORM,Normal,0,2026-01-17,Classic Credit Card,4210.24,743.7,M,1985-07-04,Primary,100059,,0.0,13,,,,NORM,0,60
5,Tanta,2024-12-18,5000,A,NORM,Normal,0,2026-02-01,Business Credit Card,4215.25,564.54,M,1985-07-04,Primary,100059,,0.0,13,,,,NORM,0,60
5,Tanta,2024-12-18,5000,A,NORM,Normal,0,2026-01-29,Platinum Credit Card,4240.14,695.76,M,1985-07-04,Primary,100059,,0.0,13,,,,NORM,0,60
2,Giza,2018-01-11,75000,A,NORM,Normal,0,2026-01-28,Titanium Credit Card,59592.52,15309.34,M,1967-01-08,Primary,100060,,0.0,98,,,,NORM,0,61
2,Giza,2020-08-14,30000,A,NORM,Normal,0,2026-01-25,Classic Credit Card,-14.14,29783.94,M,1990-11-01,Primary,100061,,0.0,66,,,,NORM,0,62
2,Giza,2019-11-11,30000,A,NORM,Normal,0,2026-01-24,Platinum Credit Card,17770.13,12065.56,F,1962-09-04,Primary,100062,,0.0,75,,,,NORM,0,63
2,Giza,2019-11-11,30000,A,NORM,Normal,0,2026-01-31,Cashback Card,10293.66,19375.74,F,1962-09-04,Primary,100062,,0.0,75,,,,NORM,0,63
9,Ismailia,2023-07-16,100000,A,NORM,Normal,0,2026-01-28,Platinum Credit Card,56347.42,43255.48,F,1984-03-22,Primary,100063,,0.0,31,,,,NORM,0,64
10,Suez,2021-01-08,200000,A,NORM,Normal,0,2026-01-17,World Elite Card,29944.16,169857.46,M,1960-12-05,Secondary,100064,,0.0,61,,,,NORM,0,65
10,Suez,2021-01-08,200000,A,NORM,Normal,0,2026-01-18,Travel Rewards Card,162600.43,36914.18,M,1960-12-05,Secondary,100064,,0.0,61,,,,NORM,0,65
2,Giza,2021-11-26,75000,A,NORM,Normal,0,2026-01-22,Platinum Credit Card,1778.26,73082.09,F,1981-01-30,Primary,100065,,0.0,50,,,,NORM,0,66
9,Ismailia,2023-02-06,10000,A,NEW,New,0,2026-01-18,Classic Credit Card,1680.49,7916.02,M,1961-08-24,Primary,100066,,0.0,36,,,,NEW,0,67
7,Luxor,2020-02-08,150000,A,NORM,Normal,0,2026-01-19,Platinum Credit Card,38924.07,110816.39,M,1962-06-07,Primary,100067,,0.0,72,,,,NORM,0,68
8,Zagazig,2023-06-09,10000,A,30DD,30 Days Delinquent,30,2026-01-23,Gold Credit Card,325.4,9561.04,M,1999-07-06,Primary,100068,,3015.88,32,,,,30DD,0,69
8,Zagazig,2023-06-09,10000,A,NORM,Normal,0,2026-01-27,Cashback Card,3751.93,5971.42,M,1999-07-06,Primary,100068,,0.0,32,,,,NORM,0,69
8,Zagazig,2023-06-09,10000,A,30DD,30 Days Delinquent,30,2026-01-26,Business Credit Card,9484.72,417.84,M,1999-07-06,Primary,100068,,5120.07,32,,,,30DD,0,69
2,Giza,2019-04-27,15000,A,NORM,Normal,0,2026-01-31,Platinum Credit Card,7964.75,6959.36,F,1980-09-12,Secondary,100069,,0.0,82,,,,NORM,0,70
2,Giza,2019-04-27,15000,A,NORM,Normal,0,2026-01-27,Cashback Card,2129.17,12397.25,F,1980-09-12,Secondary,100069,,0.0,82,,,,NORM,0,70
2,Giza,2019-04-27,15000,A,NORM,Normal,0,2026-01-28,Business Credit Card,8490.42,6200.49,F,1980-09-12,Secondary,100069,,0.0,82,,,,NORM,0,70
9,Ismailia,2022-04-21,20000,A,30DD,30 Days Delinquent,30,2026-01-23,Classic Credit Card,6904.33,12994.57,F,1966-06-27,Primary,100070,,1062.49,46,,,,30DD,0,71
1,Cairo Main,2021-05-07,200000,A,NORM,Normal,0,2026-01-23,Platinum Credit Card,68465.47,131296.26,F,1972-09-08,Primary,100071,,0.0,57,,,,NORM,0,72
1,Cairo Main,2021-05-07,200000,A,NORM,Normal,0,2026-01-30,World Elite Card,96709.05,103135.15,F,1972-09-08,Primary,100071,,0.0,57,,,,NORM,0,72
1,Cairo Main,2021-05-07,200000,A,NORM,Normal,0,2026-01-25,Travel Rewards Card,10196.23,189392.55,F,1972-09-08,Primary,100071,,0.0,57,,,,NORM,0,72
8,Zagazig,2020-02-12,20000,A,NORM,Normal,0,2026-01-30,Gold Credit Card,6799.19,12905.1,F,1974-06-08,Primary,100072,,0.0,72,,,,NORM,0,73
3,Alexandria,2018-06-01,15000,A,30DD,30 Days Delinquent,30,2026-01-28,Gold Credit Card,711.94,14087.34,F,1982-03-21,Primary,100073,,6670.82,93,,,,30DD,0,74
3,Alexandria,2018-06-01,15000,A,NORM,Normal,0,2026-01-23,Business Credit Card,2838.66,11997.61,F,1982-03-21,Primary,100073,,0.0,93,,,,NORM,0,74
3,Alexandria,2018-06-01,15000,A,NORM,Normal,0,2026-01-29,World Elite Card,7925.53,6958.38,F,1982-03-21,Primary,100073,,0.0,93,,,,NORM,0,74
3,Alexandria,2023-04-08,30000,A,NORM,Normal,0,2026-01-22,Gold Credit Card,1840.81,27719.08,F,1963-05-10,Secondary,100074,,0.0,34,,,,NORM,0,75
1,Cairo Main,2018-10-08,20000,A,30DD,30 Days Delinquent,30,2026-01-27,Classic Credit Card,-1139.6,18441.41,F,1987-09-12,Primary,100075,,3437.7,89,,,,30DD,0,76
1,Cairo Main,2018-10-08,20000,A,NORM,Normal,0,2026-01-30,Cashback Card,14683.57,4937.2,F,1987-09-12,Primary,100075,,0.0,89,,,,NORM,0,76
1,Cairo Main,2018-10-08,20000,A,NORM,Normal,0,2026-01-17,World Elite Card,10579.99,9238.74,F,1987-09-12,Primary,100075,,0.0,89,,,,NORM,0,76
1,Cairo Main,2018-08-18,30000,A,30DD,30 Days Delinquent,30,2026-01-24,Classic Credit Card,10282.73,19398.24,F,1974-07-20,Primary,100076,,15640.43,90,,,,30DD,0,77
3,Alexandria,2024-11-01,75000,A,NORM,Normal,0,2026-01-30,Titanium Credit Card,18395.34,56271.17,F,1963-07-17,Primary,100077,,0.0,15,,,,NORM,0,78
1,Cairo Main,2023-03-21,30000,A,NORM,Normal,0,2026-01-24,Gold Credit Card,12294.79,17412.32,F,1996-02-04,Primary,100078,,0.0,34,,,,NORM,0,79
8,Zagazig,2021-05-22,20000,A,NORM,Normal,0,2026-01-20,Classic Credit Card,12879.11,6840.55,F,1997-12-01,Secondary,100079,,0.0,57,,,,NORM,0,80
8,Zagazig,2021-05-22,20000,A,NORM,Normal,0,2026-01-29,Cashback Card,15602.32,4076.34,F,1997-12-01,Secondary,100079,,0.0,57,,,,NORM,0,80
7,Luxor,2018-02-03,200000,A,NORM,Normal,0,2026-01-20,Platinum Credit Card,101825.63,97819.72,M,1972-04-24,Primary,100080,,0.0,97,,,,NORM,0,81
7,Luxor,2018-02-03,200000,A,NORM,Normal,0,2026-01-31,Gold Credit Card,115888.58,83891.3,M,1972-04-24,Primary,100080,,0.0,97,,,,NORM,0,81
7,Luxor,2018-02-03,200000,A,NORM,Normal,0,2026-01-26,Titanium Credit Card,111904.85,87706.33,M,1972-04-24,Primary,100080,,0.0,97,,,,NORM,0,81
1,Cairo Main,2022-12-11,5000,A,NORM,Normal,0,2026-02-01,Classic Credit Card,4466.24,484.36,F,1973-11-09,Primary,100081,,0.0,38,,,,NORM,0,82
3,Alexandria,2024-01-19,50000,A,NORM,Normal,0,2026-01-24,Titanium Credit Card,8309.5,41281.32,F,1995-04-13,Secondary,100082,,0.0,24,,,,NORM,0,83
2,Giza,2018-11-05,15000,A,NORM,Normal,0,2026-01-27,Cashback Card,5716.72,8787.79,F,1981-01-03,Primary,100083,,0.0,88,,,,NORM,0,84
2,Giza,2018-11-05,15000,A,NORM,Normal,0,2026-01-27,Travel Rewards Card,7119.62,7719.44,F,1981-01-03,Primary,100083,,0.0,88,,,,NORM,0,84
5,Tanta,2019-05-22,100000,A,NORM,Normal,0,2026-01-25,Platinum Credit Card,25045.14,74646.66,M,1984-01-26,Primary,100084,,0.0,81,,,,NORM,0,85
10,Suez,2024-04-18,50000,A,NORM,Normal,0,2026-01-17,Platinum Credit Card,42993.99,6960.79,F,1999-08-31,Primary,100085,,0.0,21,,,,NORM,0,86
5,Tanta,2019-04-21,10000,A,NORM,Normal,0,2026-01-18,Classic Credit Card,1122.57,8449.44,F,1982-02-05,Primary,100086,,0.0,82,,,,NORM,0,87
5,Tanta,2019-04-21,10000,A,NORM,Normal,0,2026-01-23,Cashback Card,9072.74,765.88,F,1982-02-05,Primary,100086,,0.0,82,,,,NORM,0,87
2,Giza,2023-06-28,200000,A,NORM,Normal,0,2026-01-30,Platinum Credit Card,97701.91,101919.7,F,1997-05-25,Secondary,100087,,0.0,31,,,,NORM,0,88
2,Giza,2023-06-28,200000,A,NORM,Normal,0,2026-01-28,Titanium Credit Card,105573.57,93987.96,F,1997-05-25,Secondary,100087,,0.0,31,,,,NORM,0,88
2,Giza,2023-06-28,200000,A,NORM,Normal,0,2026-01-23,Travel Rewards Card,63318.92,136220.45,F,1997-05-25,Secondary,100087,,0.0,31,,,,NORM,0,88
6,Assiut,2022-01-09,5000,A,60DA,60 Days Delinquent,60,2026-01-24,Classic Credit Card,1200.14,3687.45,M,1984-06-03,Primary,100088,,2565.34,49,,,,60DA,0,89
1,Cairo Main,2021-09-28,20000,A,NORM,Normal,0,2026-01-26,Classic Credit Card,12596.66,7293.85,M,1995-04-17,Secondary,100089,,0.0,52,,,,NORM,0,90
1,Cairo Main,2021-09-28,20000,A,NORM,Normal,0,2026-01-19,Cashback Card,18256.4,1314.83,M,1995-04-17,Secondary,100089,,0.0,52,,,,NORM,0,90
3,Alexandria,2024-09-07,5000,A,90DA,90 Days Delinquent,90,2026-01-20,Classic Credit Card,509.26,4397.71,M,1995-05-18,Primary,100090,,1796.43,17,,,,90DA,0,91
3,Alexandria,2024-09-07,5000,A,NORM,Normal,0,2026-01-21,Cashback Card,4655.06,0.0,M,1995-05-18,Primary,100090,,0.0,17,,,,NORM,0,91
1,Cairo Main,2020-09-01,200000,A,30DD,30 Days Delinquent,30,2026-01-25,Platinum Credit Card,47232.49,152588.97,F,1976-01-26,Primary,100091,,114991.89,65,,,,30DD,0,92
8,Zagazig,2022-01-22,150000,A,NORM,Normal,0,2026-01-17,World Elite Card,217.87,149323.39,F,1994-11-25,Primary,100092,,0.0,49,,,,NORM,0,93
8,Zagazig,2022-07-04,75000,A,NORM,Normal,0,2026-01-25,Titanium Credit Card,57570.63,17315.46,F,1998-01-03,Primary,100093,,0.0,43,,,,NORM,0,94
5,Tanta,2024-07-25,150000,A,NORM,Normal,0,2026-01-30,Platinum Credit Card,-6620.77,143069.83,F,1988-01-02,Primary,100094,,0.0,18,,,,NORM,0,95
4,Mansoura,2023-01-24,20000,A,NORM,Normal,0,2026-01-17,Gold Credit Card,9759.13,9961.37,M,1979-04-17,Primary,100095,,0.0,36,,,,NORM,0,96
6,Assiut,2023-04-27,10000,A,NORM,Normal,0,2026-01-24,Classic Credit Card,6161.07,3806.22,M,1966-11-05,Primary,100096,,0.0,33,,,,NORM,0,97
6,Assiut,2023-04-27,10000,A,NORM,Normal,0,2026-01-20,Cashback Card,6492.93,3261.67,M,1966-11-05,Primary,100096,,0.0,33,,,,NORM,0,97
6,Assiut,2019-05-16,75000,A,NORM,Normal,0,2026-01-19,Titanium Credit Card,34898.66,39764.01,F,1990-01-20,Primary,100097,,0.0,81,,,,NORM,0,98
6,Assiut,2019-05-16,75000,A,NORM,Normal,0,2026-01-31,Business Credit Card,46154.09,28688.68,F,1990-01-20,Primary,100097,,0.0,81,,,,NORM,0,98
4,Mansoura,2023-05-30,20000,A,NORM,Normal,0,2026-01-19,Cashback Card,513.35,18997.97,F,1966-12-10,Primary,100098,,0.0,32,,,,NORM,0,99
10,Suez,2024-03-30,5000,A,NORM,Normal,0,2026-01-27,Platinum Credit Card,806.2,3893.04,F,1987-07-10,Secondary,100099,,0.0,22,,,,NORM,0,100
10,Suez,2024-03-30,5000,A,NEW,New,0,2026-01-20,Cashback Card,3325.5,1508.6,F,1987-07-10,Secondary,100099,,0.0,22,,,,NEW,0,100
10,Suez,2024-03-30,5000,A,NORM,Normal,0,2026-01-21,Classic Credit Card,1990.64,2585.73,F,1987-07-10,Secondary,100099,,0.0,22,,,,NORM,0,100
3,Alexandria,2019-08-10,200000,A,NORM,Normal,0,2026-01-25,World Elite Card,32922.97,167031.66,M,1999-01-07,Primary,100100,,0.0,78,,,,NORM,0,101
3,Alexandria,2021-06-30,50000,A,NORM,Normal,0,2026-02-01,Platinum Credit Card,-717.66,49056.48,M,1976-08-06,Primary,100101,,0.0,55,,,,NORM,0,102
7,Luxor,2024-10-22,100000,A,NORM,Normal,0,2026-02-01,World Elite Card,48498.48,51160.16,M,1981-10-14,Primary,100102,,0.0,15,,,,NORM,0,103
9,Ismailia,2021-06-17,5000,A,NORM,Normal,0,2026-01-30,Cashback Card,-354.82,4192.61,M,1989-12-04,Primary,100103,,0.0,56,,,,NORM,0,104
5,Tanta,2021-09-05,10000,A,NORM,Normal,0,2026-01-29,Gold Credit Card,5519.16,4389.95,F,1972-12-25,Primary,100104,,0.0,53,,,,NORM,0,105
