CUSTOMER_ID,HAS_PROD_Business_Credit_Card,HAS_PROD_Cashback_Card,HAS_PROD_Classic_Credit_Card,HAS_PROD_Gold_Credit_Card,HAS_PROD_Platinum_Credit_Card,HAS_PROD_Titanium_Credit_Card,HAS_PROD_Travel_Rewards_Card,HAS_PROD_World_Elite_Card,AGE_GROUP_18_25
89,0,0,0,0,1,0,0,0,False
90,1,0,0,0,0,0,0,0,False
92,0,0,0,0,0,0,1,1,False
93,1,0,0,0,0,0,0,0,False
94,0,0,0,1,0,0,0,0,False
95,0,0,0,0,0,0,1,0,False
96,0,0,0,0,0,1,0,0,False
97,0,0,1,0,0,0,0,0,False
98,0,0,0,0,0,0,1,0,False
99,0,1,0,0,0,0,0,0,False
100,0,0,0,0,0,0,1,0,False
101,0,0,1,0,0,0,0,0,False
104,1,0,0,0,0,0,0,0,False
106,0,0,0,0,1,0,0,0,False
107,0,1,0,0,0,0,0,0,False
108,1,0,0,0,0,0,0,0,False
109,0,0,1,0,0,0,0,0,False
110,0,1,0,1,0,0,0,1,False
111,0,0,0,0,1,1,1,0,False
112,0,0,0,0,1,0,0,0,False
113,0,0,0,1,0,0,0,0,False
114,0,0,0,0,1,0,0,0,False
115,0,0,0,0,0,0,1,0,False
116,0,1,0,0,0,0,1,1,False
117,0,0,0,0,0,0,0,1,False
118,0,0,0,1,0,0,0,0,False
119,0,0,1,0,0,1,0,0,False
120,0,1,0,0,0,0,1,0,False
121,0,0,1,1,1,0,0,0,False
123,0,1,0,0,0,0,0,0,False
124,0,0,1,0,0,0,0,0,False
126,1,0,0,0,0,0,0,0,False
127,0,0,1,0,0,0,0,0,False
128,1,0,0,0,0,1,0,0,False
130,0,1,0,0,0,0,0,0,False
131,0,0,0,0,1,0,0,0,False
133,0,1,1,1,0,0,0,0,False
134,0,0,0,0,1,0,0,0,False
135,0,1,0,0,1,0,0,0,False
136,1,0,0,0,0,0,0,0,False
138,0,0,1,0,0,0,0,0,False
139,0,0,0,0,0,0,0,1,False
140,0,0,1,0,0,0,1,0,False
141,0,1,0,0,0,0,0,1,False
142,0,1,0,0,0,0,0,0,False
143,0,0,0,1,0,0,0,0,False
144,0,0,0,1,0,0,0,0,False
145,0,0,0,0,1,1,0,1,False
148,0,0,0,0,0,0,1,0,False
149,0,1,0,0,0,0,0,0,False
150,0,0,1,0,0,0,0,0,False
152,0,1,0,0,0,0,0,0,False
153,0,1,0,0,0,0,0,0,False
156,0,1,0,0,0,1,0,1,False
157,0,0,0,0,0,1,0,0,False
158,1,0,0,0,0,0,0,0,False
159,0,0,0,1,1,1,0,0,False
160,0,1,0,0,0,0,0,0,False
161,1,0,0,0,0,0,0,0,False
162,0,0,0,1,0,0,0,0,False
163,0,1,0,0,1,0,0,0,False
164,0,1,1,0,0,0,0,1,False
165,1,0,0,0,0,0,0,0,False
166,0,0,0,0,0,1,1,1,False
167,1,0,0,1,0,0,0,0,False
168,0,0,1,0,0,0,0,0,False
169,0,0,0,0,1,0,1,0,False
170,0,0,0,0,1,0,0,0,False
171,0,0,0,0,1,0,0,0,False
176,0,0,0,0,0,1,1,1,False
177,0,0,0,0,0,0,1,0,False
178,0,0,1,1,0,0,1,0,False
179,0,1,0,0,0,0,0,0,False
181,0,1,0,0,0,0,0,0,False
182,0,1,0,0,0,0,0,0,False
183,0,0,0,1,0,0,1,0,False
184,0,0,1,0,0,0,0,0,False
185,0,0,1,0,1,0,0,0,False
186,0,0,0,0,0,0,1,0,False
187,0,0,1,0,0,0,0,0,False
188,1,0,0,0,0,0,0,0,False
189,0,1,0,0,1,0,1,0,False
190,0,0,0,1,0,0,0,1,False
191,0,1,0,0,0,0,0,0,False
193,0,0,0,0,0,0,0,1,False
198,1,0,0,0,1,1,0,0,False
200,0,0,0,0,0,0,0,1,False
202,0,1,0,1,0,0,0,0,False
203,0,0,0,0,0,1,0,0,False
204,0,0,0,0,0,0,1,0,False
206,0,0,0,1,0,1,0,1,False
207,0,0,0,0,0,1,0,0,False
210,0,0,0,0,0,0,0,1,False
211,0,0,0,0,1,0,0,0,False
215,0,0,0,0,1,1,0,0,False
216,0,1,0,0,0,0,1,0,False
217,0,1,0,0,0,0,0,0,False
218,0,0,0,1,1,0,0,0,False
219,0,0,0,1,0,0,0,0,False
220,0,1,0,0,0,0,0,0,False
221,0,0,0,0,1,0,0,0,False
224,0,0,0,0,0,1,0,0,False
225,0,0,0,1,0,0,0,0,False
226,0,0,0,0,1,0,0,0,False
227,0,0,0,0,1,0,1,0,False
228,0,0,1,0,0,0,0,0,False
229,0,0,0,1,0,0,0,0,False
230,0,0,1,1,0,0,0,1,False
232,0,0,0,1,0,0,0,0,False
237,0,0,0,0,0,0,1,0,False
238,0,0,0,1,1,1,0,0,False
239,0,1,0,0,0,0,0,0,False
240,0,1,1,0,0,0,1,0,False
242,0,0,0,0,1,0,0,0,False
243,0,0,0,0,0,1,0,0,False
244,0,0,0,0,0,1,0,0,False
245,0,1,0,0,0,0,0,0,False
246,1,1,0,0,0,0,0,1,False
247,0,0,0,0,0,0,1,0,False
248,0,1,1,0,0,0,1,0,False
249,0,0,0,0,1,0,0,0,False
250,1,0,0,0,0,0,0,0,False
251,0,1,0,0,0,1,0,1,False
252,1,0,0,0,0,0,0,0,False
253,0,0,0,0,0,0,1,0,False
254,0,0,0,0,0,1,0,0,False
255,0,0,1,0,0,0,0,0,False
256,0,0,0,0,1,0,1,0,False
258,0,0,0,0,0,0,0,1,False
259,0,0,0,1,0,0,0,0,False
260,0,0,0,0,0,1,0,0,False
261,1,0,0,0,0,1,0,0,False
262,0,1,0,0,0,0,0,0,False
263,1,0,0,0,0,0,0,0,False
268,0,0,0,0,0,0,1,0,False
269,0,0,0,0,0,0,1,0,False
270,0,0,0,1,0,0,0,0,False
271,0,0,0,0,0,0,0,1,False
273,0,0,0,0,1,0,0,0,False
274,0,0,0,0,1,0,0,1,False
275,0,0,0,0,0,1,0,0,False
277,0,0,0,0,1,1,1,0,False
278,1,0,0,0,0,0,1,1,False
279,0,0,0,0,0,1,1,0,False
280,0,0,1,0,0,0,0,0,False
281,0,0,0,0,0,0,1,0,False
282,0,0,0,0,0,0,0,1,False
283,0,0,0,0,1,0,0,0,False
285,0,1,0,0,1,0,0,0,False
286,0,0,0,1,0,0,0,0,False
287,0,0,0,0,1,0,0,0,False
288,0,0,0,0,1,0,0,0,False
289,0,0,0,0,0,0,1,0,False
290,0,0,1,0,0,0,0,0,False
292,0,0,1,1,0,0,1,0,False
293,0,0,0,0,0,0,1,1,False
294,0,0,0,0,0,0,0,1,False
295,0,0,0,1,0,0,0,0,False
297,0,0,0,1,0,0,0,0,False
298,0,0,0,1,0,0,0,0,False
299,1,0,0,0,1,0,0,0,False
300,0,0,0,0,0,0,1,0,False
301,1,0,0,1,0,0,0,0,False
302,0,1,0,0,0,0,0,0,False
303,0,0,0,0,0,0,1,0,False
304,1,0,0,0,0,0,0,0,False
305,1,0,0,0,0,0,0,0,False
306,0,0,1,0,0,0,0,0,False
307,0,1,0,0,0,0,0,1,False
311,0,0,0,0,1,0,0,0,False
312,1,0,0,1,0,0,1,0,False
313,0,1,0,0,1,0,1,0,False
314,0,0,0,0,0,0,1,0,False
315,0,0,0,0,1,0,0,0,False
316,0,0,0,1,0,0,1,0,False
317,1,0,0,0,0,0,0,0,False
318,0,0,0,0,0,0,1,0,False
319,0,1,0,0,0,0,0,0,False
322,0,1,1,0,0,1,0,0,False
323,1,0,0,0,0,1,0,0,False
324,0,0,0,0,0,1,0,0,False
326,0,0,1,0,0,0,0,0,False
328,0,1,0,0,0,0,0,1,False
329,0,0,0,1,0,0,0,0,False
331,1,0,0,0,0,0,0,0,False
333,0,1,0,0,0,0,0,0,False
335,1,0,0,0,0,0,1,0,False
336,0,0,0,1,0,0,0,1,False
337,0,0,0,0,1,0,0,0,False
338,0,0,1,0,0,0,0,0,False
339,0,0,0,0,0,0,1,1,False
340,1,0,0,0,0,1,0,1,False
341,0,0,0,0,0,0,0,1,False
342,1,0,0,0,0,0,0,0,False
343,0,0,1,0,0,0,0,0,False
344,1,0,0,0,0,1,0,1,False
347,0,0,0,1,0,1,0,0,False
348,0,0,0,0,1,0,1,0,False
349,0,0,1,0,0,0,0,0,False
350,0,0,0,0,0,0,0,1,False
351,0,1,0,0,0,0,0,0,False
352,0,0,1,0,1,0,0,0,False
353,1,0,0,0,0,0,0,1,False
354,0,0,0,0,0,0,0,1,False
356,0,0,0,0,0,0,1,0,False
357,1,0,0,1,0,0,0,1,False
358,0,1,0,0,0,0,0,0,False
359,0,1,0,0,0,0,1,0,False
360,0,1,0,0,0,0,0,0,False
362,0,1,0,1,0,0,0,0,False
363,0,0,0,0,0,0,0,1,False
364,0,0,1,0,1,0,0,1,False
365,0,1,0,0,0,0,0,0,False
366,0,0,0,0,0,0,1,0,False
368,0,1,0,0,0,0,0,0,False
369,0,0,0,0,0,0,0,1,False
370,0,0,0,1,0,0,0,0,False
373,1,1,0,0,0,0,0,0,False
375,0,0,0,0,0,0,1,0,False
376,0,1,0,0,0,0,0,0,False
377,1,0,0,0,0,0,0,0,False
378,0,0,0,0,0,0,0,1,False
379,0,0,0,0,0,0,1,0,False
380,0,0,0,0,0,0,1,0,False
381,0,0,0,0,0,0,0,1,False
382,0,1,0,0,0,0,0,0,False
383,0,0,0,0,1,0,0,0,False
384,0,0,0,0,1,0,0,0,False
385,0,0,0,0,0,1,0,0,False
386,0,1,0,0,1,0,1,0,False
387,1,1,0,0,0,1,0,0,False
388,0,0,0,0,1,0,0,0,False
389,1,0,0,1,0,0,0,0,False
390,0,0,1,0,0,0,0,1,False
392,0,0,0,0,1,0,0,0,False
393,0,0,0,0,1,0,0,1,False
394,0,0,1,0,0,1,0,0,False
395,0,0,0,0,0,1,0,0,False
396,0,0,1,0,0,0,1,0,False
397,0,0,0,0,0,1,0,0,False
398,1,0,0,0,0,0,0,0,False
399,0,1,0,0,1,0,0,1,False
400,1,0,0,0,0,0,0,0,False
401,0,0,0,0,0,1,0,0,False
404,0,0,1,0,0,0,1,0,False
405,0,0,1,0,0,0,0,0,False
406,1,0,0,1,0,0,0,0,False
407,0,0,0,1,0,0,0,0,False
409,0,0,0,0,0,1,0,0,False
410,0,0,0,0,0,1,0,0,False
411,0,0,0,1,0,0,0,0,False
412,0,0,0,0,1,0,0,0,False
413,0,0,1,0,0,0,0,0,False
414,0,0,0,1,1,1,0,0,False
415,0,0,0,0,0,0,1,0,False
416,0,0,1,0,0,0,0,1,False
417,0,0,0,0,1,0,0,0,False
418,0,0,0,0,1,0,0,0,False
419,0,0,0,0,0,1,1,0,False
420,0,0,0,0,0,1,0,0,False
421,0,1,0,1,0,0,0,0,False
422,0,1,0,0,0,1,1,0,False
424,1,0,0,0,0,0,0,0,False
425,0,0,0,0,0,1,0,1,False
427,0,1,0,0,0,0,0,0,False
428,0,0,0,0,1,0,0,0,False
429,0,0,1,0,0,1,0,0,False
432,0,0,1,0,0,0,0,0,False
433,0,0,0,0,1,1,0,0,False
435,0,0,0,1,0,1,0,0,False
436,1,0,0,0,0,0,0,0,False
437,0,0,0,0,0,1,1,0,False
438,0,0,0,0,1,0,0,1,False
440,1,0,0,0,0,0,0,1,False
442,0,0,0,0,0,1,0,0,False
443,0,0,1,0,0,0,0,1,False
444,0,0,0,1,0,0,1,0,False
445,0,1,0,0,0,1,0,0,False
447,0,1,0,0,0,0,0,0,False
448,0,0,0,0,1,0,0,0,False
449,1,0,0,0,0,0,0,0,False
450,1,0,1,0,0,0,0,0,False
451,0,1,0,0,0,0,0,0,False
452,0,0,0,0,1,0,0,1,False
454,0,0,0,0,1,0,0,0,False
455,0,0,0,0,0,0,1,0,False
456,0,0,0,0,1,0,0,0,False
457,0,1,0,0,0,0,0,0,False
458,0,0,0,0,1,0,0,0,False
461,0,0,1,1,1,0,0,0,False
464,0,0,0,1,0,0,0,0,False
465,1,0,0,0,0,0,0,0,False
469,0,0,0,0,1,1,1,0,False
470,0,0,0,1,0,0,0,0,False
471,0,0,0,0,0,0,1,0,False
472,0,0,0,0,0,0,0,1,False
473,1,1,0,0,0,0,0,0,False
474,0,0,0,0,0,0,0,1,False
476,0,0,0,0,0,1,1,1,False
477,0,0,0,1,0,1,0,1,False
478,0,0,0,1,0,0,0,0,False
483,1,0,0,0,0,1,0,0,False
484,0,0,1,0,0,1,0,0,False
485,1,0,0,0,0,0,0,0,False
486,0,0,0,1,0,0,1,0,False
487,0,0,0,0,1,0,0,0,False
488,0,0,0,0,1,0,0,0,False
489,0,0,0,0,1,0,0,0,False
490,0,0,0,0,0,1,0,0,False
491,0,0,0,0,0,1,0,0,False
492,0,0,0,1,0,0,0,0,False
493,1,0,0,0,0,0,0,0,False
494,0,1,0,0,0,1,0,0,False
495,0,0,0,1,0,1,0,0,False
496,0,0,0,0,0,1,0,0,False
497,0,0,0,0,1,0,0,0,False
498,1,0,0,0,0,0,0,0,False
499,0,0,0,0,1,0,0,0,False
503,0,0,0,0,0,1,0,0,False
504,0,1,0,0,0,0,0,0,False
506,0,0,0,1,0,0,0,0,False
507,0,0,1,0,0,0,0,1,False
508,0,0,0,0,1,0,0,0,False
509,0,1,0,0,0,1,0,0,False
511,0,1,0,0,1,0,0,1,False
512,0,0,0,0,1,0,0,0,False
513,0,0,1,0,0,0,0,0,False
516,0,0,0,1,0,0,0,0,False
517,0,0,0,0,0,0,1,0,False
519,0,0,0,0,0,1,0,0,False
521,1,0,0,0,0,0,0,0,False
522,0,0,1,0,0,1,1,0,False
523,0,0,0,1,1,0,0,1,False
525,0,0,0,0,1,0,0,0,False
526,0,0,0,0,0,0,0,1,False
527,0,0,0,1,0,1,0,0,False
528,0,1,0,1,0,0,0,0,False
529,0,1,1,0,0,0,1,0,False
530,0,0,0,0,0,0,0,1,False
531,0,0,1,0,0,0,0,0,False
532,0,0,1,0,0,0,0,0,False
533,0,0,0,0,1,0,0,0,False
534,0,1,1,0,0,0,0,0,False
535,0,0,0,0,0,0,0,1,False
536,0,1,1,1,0,0,0,0,False
537,1,0,1,0,1,0,0,0,False
538,0,0,0,0,0,0,0,1,False
539,1,0,0,0,0,0,0,0,False
541,0,0,0,0,0,0,0,1,False
543,1,0,0,0,0,0,0,0,False
544,0,0,0,0,1,0,0,1,False
545,0,1,0,0,0,0,0,0,False
546,0,0,0,1,1,0,0,0,False
547,0,0,1,0,0,0,0,0,False
548,0,1,0,1,0,0,0,0,False
549,0,0,0,0,0,0,1,0,False
551,0,0,0,0,1,0,0,0,False
552,0,0,1,1,0,0,0,1,False
553,0,0,0,0,0,0,1,1,False
554,0,0,0,0,0,1,0,1,False
555,0,0,0,0,0,0,0,1,False
556,0,0,0,1,0,1,0,0,False
557,0,0,0,1,0,0,0,0,False
558,0,0,0,0,0,1,0,0,False
559,1,0,0,0,0,0,0,0,False
560,0,1,1,0,0,0,0,0,False
565,0,1,0,0,0,0,0,0,False
566,1,0,1,0,0,1,0,0,False
567,0,0,0,1,0,0,0,0,False
568,0,1,0,0,1,0,0,1,False
569,0,0,0,0,1,0,0,0,False
570,0,0,0,0,1,0,0,0,False
571,0,0,0,0,0,1,0,0,False
572,0,0,1,1,0,0,0,0,False
574,1,0,0,0,0,0,0,1,False
575,0,0,1,0,0,0,0,0,False
577,0,0,0,0,0,1,0,1,False
578,0,0,0,1,0,0,0,0,False
579,0,1,0,0,0,0,0,0,False
580,0,0,1,0,0,0,0,0,False
581,0,0,0,0,0,0,1,0,False
582,1,0,0,0,0,1,0,0,False
584,0,0,0,0,0,0,1,0,False
585,0,0,0,1,0,0,0,0,False
586,0,0,0,1,0,0,0,0,False
588,0,0,0,1,0,1,0,0,False
589,0,1,0,0,0,0,0,0,False
590,0,0,0,0,1,0,0,0,False
591,0,0,0,0,1,0,0,0,False
593,1,0,0,0,0,0,0,0,False
596,0,0,0,1,0,0,0,0,False
597,0,0,1,0,0,0,0,0,False
598,0,0,0,0,0,1,0,0,False
599,0,1,0,1,0,0,0,0,False
602,0,0,0,0,0,0,0,1,False
603,1,0,0,0,0,0,1,1,False
604,0,0,1,0,1,1,0,0,False
605,0,1,0,0,1,0,0,0,False
606,0,0,0,0,0,0,1,0,False
607,0,0,0,0,0,0,0,1,False
608,0,1,1,1,0,0,0,0,False
610,0,0,0,0,0,1,0,0,False
611,1,0,0,0,0,0,0,0,False
612,1,0,0,0,0,0,0,0,False
613,1,0,0,0,0,0,0,0,False
615,0,0,1,0,0,0,1,0,False
616,0,0,0,0,0,1,1,0,False
617,1,0,0,0,0,0,0,0,False
618,1,0,0,0,0,0,0,0,False
619,0,0,1,0,0,0,0,0,False
620,1,0,1,0,0,0,0,0,False
621,0,1,0,0,0,1,0,0,False
622,0,0,0,0,0,0,1,0,False
624,0,0,0,1,0,0,0,0,False
625,0,0,0,1,0,0,0,0,False
627,1,0,0,0,0,0,0,0,False
628,0,0,0,1,1,0,0,0,False
629,1,1,0,0,0,0,0,0,False
630,0,0,0,0,1,0,0,0,False
631,0,0,0,1,0,0,0,0,False
633,0,0,0,1,0,1,0,0,False
634,1,0,0,1,0,0,0,0,False
636,0,0,0,0,1,0,1,0,False
638,0,0,0,0,0,0,0,1,False
640,0,0,0,1,0,0,0,0,False
641,0,0,0,0,0,0,1,0,False
642,0,0,1,0,0,1,0,0,False
643,0,0,0,1,0,0,0,0,False
644,1,0,0,0,0,0,0,0,False
645,0,1,0,0,1,0,0,1,False
646,0,0,1,0,0,0,0,0,False
648,0,0,0,0,0,1,0,0,False
650,0,0,0,0,1,0,0,0,False
651,0,1,1,0,0,0,1,0,False
652,0,1,1,0,0,0,1,0,False
653,0,0,0,0,0,1,1,1,False
654,1,0,0,0,0,0,1,0,False
655,1,0,0,0,0,0,0,0,False
656,0,0,0,0,0,0,1,0,False
657,0,0,1,0,0,0,0,0,False
658,0,0,1,0,0,0,0,0,False
659,0,0,0,1,0,0,0,0,False
660,0,0,0,0,0,0,0,1,False
661,0,1,1,0,0,1,0,0,False
662,1,0,0,0,1,0,0,0,False
663,0,0,0,0,1,0,0,0,False
664,0,0,1,0,0,0,0,0,False
665,0,0,0,0,0,0,1,0,False
668,1,0,0,0,0,0,0,0,False
669,0,1,0,0,0,1,0,1,False
670,1,0,0,0,0,0,0,0,False
673,0,1,0,0,0,1,0,0,False
675,0,0,0,0,0,1,0,0,False
676,0,0,0,0,0,0,1,0,False
679,0,1,0,1,0,0,1,0,False
680,0,0,0,0,0,0,1,0,False
681,1,0,0,0,0,0,0,0,False
682,0,1,0,1,0,0,0,1,False
683,0,0,1,0,0,0,0,0,False
684,0,0,0,0,0,0,1,0,False
685,0,0,0,0,0,1,0,0,False
687,1,0,0,0,0,0,0,0,False
690,0,0,0,0,0,0,1,0,False
691,0,0,0,0,1,0,0,0,False
692,1,0,0,0,0,0,0,0,False
693,0,1,0,0,0,1,1,0,False
694,1,1,0,0,0,0,0,1,False
697,0,0,0,0,1,0,1,1,False
698,0,0,1,0,0,0,0,0,False
699,0,1,0,0,0,0,0,0,False
700,0,0,0,0,1,0,0,0,False
701,0,0,0,0,0,0,0,1,False
704,0,0,0,0,0,0,1,0,False
705,0,0,0,0,0,1,0,0,False
706,0,0,0,1,1,0,0,0,False
707,1,0,0,0,0,0,0,0,False
708,0,0,0,1,0,0,0,0,False
709,1,1,0,1,0,0,0,0,False
710,1,0,0,1,0,0,1,0,False
713,1,0,0,0,0,0,0,0,False
714,1,0,0,0,0,0,0,0,False
715,0,0,0,0,1,1,1,0,False
716,0,0,0,0,0,0,0,1,False
718,0,0,0,0,1,0,0,0,False
719,0,0,0,0,1,0,0,0,False
720,0,0,0,0,1,0,1,0,False
721,1,0,0,0,0,0,0,0,False
723,0,0,0,1,0,0,1,0,False
724,0,0,0,0,0,1,0,0,False
726,0,1,0,0,0,0,0,0,False
727,0,1,0,0,0,0,0,0,False
728,0,1,0,1,0,0,1,0,False
729,0,0,0,0,0,0,1,0,False
730,0,1,0,0,0,0,0,0,False
732,0,0,0,0,0,0,1,0,False
737,1,0,0,0,0,0,0,0,False
739,0,0,0,0,0,0,1,0,False
740,0,1,0,0,0,0,0,0,False
741,0,0,0,0,1,0,0,0,False
742,0,0,0,0,1,0,0,0,False
743,0,0,1,0,0,0,0,0,False
744,1,0,0,0,0,0,0,0,False
745,0,0,1,0,0,0,0,0,False
747,0,0,0,1,0,0,0,0,False
748,0,0,0,0,0,1,0,0,False
750,0,0,1,0,0,0,0,0,False
752,0,1,0,0,0,0,0,0,False
753,0,1,0,1,0,1,0,0,False
755,0,0,1,1,0,0,0,1,False
756,0,0,0,0,1,1,0,1,False
757,0,0,1,0,0,0,0,0,False
758,0,0,0,0,0,1,0,0,False
760,0,0,1,0,0,0,0,0,False
761,0,0,0,0,0,1,1,0,False
763,0,0,0,0,1,0,0,0,False
764,0,1,0,0,1,0,0,0,False
765,0,0,1,0,0,0,0,0,False
766,0,0,0,0,1,0,0,0,False
767,0,0,0,1,0,0,1,0,False
768,0,0,0,1,0,0,0,0,False
769,0,0,0,0,0,0,1,0,False
770,1,1,0,0,1,0,0,0,False
771,0,0,0,0,0,0,0,1,False
772,0,0,0,0,0,0,1,0,False
773,0,0,1,0,0,0,1,0,False
774,0,0,1,1,1,0,0,0,False
775,0,1,0,1,0,0,0,0,False
776,0,1,0,0,0,0,0,0,False
778,0,0,0,0,1,0,0,0,False
779,0,0,0,1,0,0,1,0,False
781,0,0,0,1,0,0,0,0,False
783,0,1,0,0,0,0,0,0,False
784,0,0,0,1,1,1,0,0,False
785,1,0,0,0,0,0,0,0,False
786,0,1,0,1,0,1,0,0,False
787,0,0,0,0,1,0,0,0,False
789,0,0,0,0,0,1,1,1,False
791,0,0,0,1,0,0,0,0,False
792,1,0,0,0,0,0,0,0,False
793,1,0,0,0,0,0,0,0,False
795,0,0,0,1,0,0,0,0,False
797,0,0,0,0,0,0,1,0,False
799,0,1,0,0,1,1,0,0,False
800,0,0,0,0,0,1,0,0,False
801,0,1,0,0,0,0,0,0,False
802,0,0,0,0,1,0,0,0,False
803,0,0,0,0,0,0,1,0,False
804,0,0,0,1,0,0,0,0,False
805,0,0,0,0,0,0,0,1,False
806,0,1,0,0,1,0,0,0,False
807,0,0,0,1,0,0,1,0,False
808,0,0,0,0,0,0,1,0,False
810,0,0,0,0,0,1,0,0,False
811,0,0,0,1,0,0,0,0,False
813,1,0,0,0,1,0,0,0,False
814,0,0,0,0,0,0,0,1,False
815,0,0,1,0,1,0,0,0,False
816,1,0,0,0,0,0,0,0,False
817,0,0,0,0,0,1,0,0,False
818,0,1,0,0,0,0,0,0,False
819,0,1,0,0,0,1,0,0,False
821,0,0,0,0,0,0,1,0,False
822,0,1,0,0,0,0,1,0,False
823,0,0,0,0,1,0,0,0,False
824,0,0,0,0,0,0,1,0,False
829,0,0,0,0,0,1,0,0,False
830,0,0,0,0,0,1,0,0,False
832,1,0,0,0,0,0,0,0,False
836,0,0,0,1,0,0,0,0,False
837,0,0,0,0,0,1,0,0,False
838,0,0,0,0,0,0,0,1,False
839,0,0,0,1,0,0,0,0,False
840,1,1,0,1,0,0,0,0,False
842,0,1,0,0,0,1,0,1,False
844,0,0,0,1,0,0,0,0,False
845,0,0,0,0,0,0,1,1,False
846,0,1,0,0,0,0,0,0,False
848,1,0,0,0,0,0,0,0,False
849,0,0,1,0,1,0,0,0,False
851,0,1,0,0,1,0,0,0,False
853,0,0,0,0,0,0,1,0,False
854,0,0,0,0,1,0,0,0,False
855,0,0,0,1,0,0,0,0,False
856,0,1,1,0,0,0,0,0,False
857,0,0,1,0,0,0,0,0,False
859,0,0,0,0,0,0,1,1,False
860,0,0,0,0,0,1,0,0,False
861,0,0,0,1,0,0,0,0,False
862,1,0,0,0,0,0,0,0,False
863,0,0,0,0,1,1,0,0,False
864,0,0,0,0,0,1,0,1,False
865,0,1,0,0,0,0,0,0,False
866,1,0,0,1,1,0,0,0,False
868,0,0,0,0,0,0,0,1,False
869,0,0,0,1,0,0,0,0,False
870,1,0,0,0,0,0,0,0,False
871,0,0,0,0,0,0,1,0,False
872,0,1,0,0,0,0,0,0,False
873,0,0,0,0,0,0,0,1,False
875,1,0,1,0,1,0,0,0,False
876,0,1,0,0,0,0,0,0,False
881,0,1,0,0,0,0,1,0,False
886,0,0,1,0,0,0,0,0,False
889,0,0,0,0,0,0,0,1,False
892,0,0,0,0,0,1,0,0,False
894,0,1,0,0,0,0,0,0,False
895,0,0,0,0,1,0,0,0,False
896,0,0,0,0,1,0,0,0,False
897,1,1,0,0,0,0,0,0,False
898,0,0,0,1,0,0,0,0,False
899,0,0,0,0,0,0,1,0,False
901,0,0,0,0,0,0,1,0,False
902,0,0,0,0,0,0,1,0,False
